@relation openjpa_Train_R2-weka.filters.unsupervised.attribute.Remove-R2-3-weka.filters.unsupervised.attribute.StringToNominal-R1

@attribute release {0.9.0}
@attribute loc numeric
@attribute wmc numeric
@attribute assignmentsQty numeric
@attribute mathOperationsQty numeric
@attribute qtyTryCatch numeric
@attribute qtyReturn numeric
@attribute fanin numeric
@attribute fanout numeric
@attribute age numeric
@attribute nAuth numeric
@attribute nr numeric
@attribute nSmell numeric
@attribute buggy {false}

@data
0.9.0,1,1,0,0,0,0,3,0,45,2,5,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,4,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,6,0,false
0.9.0,5,1,1,0,0,1,4,1,45,3,8,0,false
0.9.0,28,9,15,0,0,1,1,16,37,1,2,1,false
0.9.0,19,14,6,0,0,1,25,8,37,2,6,3,false
0.9.0,3,1,1,0,0,0,1,0,45,3,8,0,false
0.9.0,3,1,0,1,0,1,9,2,0,2,9,0,false
0.9.0,1,1,0,0,0,0,2,0,45,2,7,0,false
0.9.0,2,1,0,0,0,0,0,0,45,2,8,0,false
0.9.0,6,4,1,0,0,3,1,0,45,2,4,1,false
0.9.0,3,1,1,0,0,0,0,0,45,1,4,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,5,0,false
0.9.0,3,2,0,0,0,1,3,1,0,1,6,0,false
0.9.0,8,2,0,0,1,1,1,2,45,3,7,1,false
0.9.0,9,3,0,0,1,2,0,0,45,1,7,0,false
0.9.0,3,2,0,0,0,1,0,1,37,2,6,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,5,0,false
0.9.0,16,5,1,0,1,1,4,6,45,3,13,0,false
0.9.0,9,6,0,0,1,3,2,1,45,3,8,0,false
0.9.0,3,1,1,0,0,0,2,0,37,1,2,0,false
0.9.0,4,1,0,0,0,0,0,2,45,3,13,0,false
0.9.0,1,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,10,4,4,0,0,1,4,4,37,2,3,1,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,3,1,0,0,0,1,0,1,37,3,6,0,false
0.9.0,5,1,1,0,0,1,0,1,0,1,4,0,false
0.9.0,3,1,0,0,0,1,1,0,45,3,10,0,false
0.9.0,39,9,11,0,0,1,1,13,45,2,6,4,false
0.9.0,3,3,0,0,0,0,2,5,45,3,13,0,false
0.9.0,3,1,0,0,0,0,6,3,45,3,11,0,false
0.9.0,28,11,2,0,1,2,1,15,45,3,11,6,false
0.9.0,10,3,0,0,1,0,0,1,37,3,9,0,false
0.9.0,1,1,0,0,0,0,4,0,45,1,4,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,4,1,0,0,0,1,0,0,0,1,8,0,false
0.9.0,6,1,0,0,0,0,1,1,37,2,5,0,false
0.9.0,3,1,0,1,0,1,0,1,0,1,5,0,false
0.9.0,4,2,1,0,0,1,1,1,45,1,4,0,false
0.9.0,4,1,2,0,0,0,0,0,45,2,5,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,2,0,false
0.9.0,3,1,0,0,0,1,0,1,45,2,6,1,false
0.9.0,5,3,1,0,0,2,1,1,45,1,4,0,false
0.9.0,3,1,0,0,0,1,9,0,45,2,5,0,false
0.9.0,3,1,0,0,0,1,0,1,37,1,2,0,false
0.9.0,12,4,5,0,0,3,4,2,37,1,2,2,false
0.9.0,3,1,0,0,0,1,0,0,37,2,2,0,false
0.9.0,6,4,2,0,0,0,4,1,45,2,6,0,false
0.9.0,3,1,1,0,0,0,2,0,45,3,8,0,false
0.9.0,3,2,0,0,0,0,4,0,45,2,5,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.0,3,1,0,0,0,1,2,1,37,1,2,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,5,0,false
0.9.0,3,1,0,0,0,1,0,0,45,2,5,0,false
0.9.0,3,1,1,0,0,0,0,0,37,2,2,0,false
0.9.0,3,1,0,0,0,1,0,1,37,2,4,0,false
0.9.0,3,1,0,0,0,1,1,1,45,3,13,0,false
0.9.0,9,3,0,0,1,2,1,2,45,1,4,1,false
0.9.0,8,4,3,0,0,1,1,2,37,1,2,3,false
0.9.0,3,1,1,0,0,0,0,0,37,2,2,0,false
0.9.0,4,2,1,0,0,0,3,1,45,3,10,0,false
0.9.0,1,1,0,0,0,0,2,0,45,3,6,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,5,0,false
0.9.0,3,1,0,0,0,1,0,1,45,1,4,0,false
0.9.0,4,2,0,0,0,2,0,2,45,3,11,0,false
0.9.0,4,1,0,0,0,0,0,2,45,3,13,0,false
0.9.0,27,15,10,0,0,3,3,3,37,2,5,1,false
0.9.0,3,1,0,1,0,1,0,0,45,1,7,0,false
0.9.0,4,1,0,0,0,0,0,1,45,4,9,0,false
0.9.0,4,2,1,0,0,0,0,1,45,2,6,0,false
0.9.0,4,2,0,0,0,2,1,0,37,2,4,0,false
0.9.0,7,5,0,0,0,4,0,3,37,2,5,1,false
0.9.0,3,1,0,0,0,1,0,0,45,2,5,0,false
0.9.0,10,3,3,0,0,2,3,2,37,2,3,0,false
0.9.0,3,1,0,0,0,0,0,3,45,2,7,0,false
0.9.0,3,1,0,0,0,1,1,1,37,2,4,0,false
0.9.0,1,1,0,0,0,0,2,0,45,1,4,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,5,0,false
0.9.0,4,1,1,0,0,0,0,1,45,3,11,0,false
0.9.0,5,3,0,0,0,3,0,1,45,2,7,0,false
0.9.0,3,2,0,0,0,1,0,0,37,3,6,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,3,1,0,0,0,1,2,0,45,3,8,0,false
0.9.0,7,3,2,0,0,1,0,0,37,2,4,2,false
0.9.0,3,1,0,0,0,1,1,0,0,1,4,0,false
0.9.0,4,2,0,0,0,1,0,2,0,1,8,0,false
0.9.0,6,2,3,0,0,0,8,5,45,3,13,1,false
0.9.0,3,1,1,0,0,0,1,0,45,2,5,0,false
0.9.0,3,1,0,0,0,0,0,4,45,2,7,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,3,1,0,0,0,1,0,0,45,3,7,0,false
0.9.0,8,3,4,1,0,1,1,0,37,2,3,0,false
0.9.0,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,3,1,0,0,0,1,0,1,37,2,4,0,false
0.9.0,1,1,0,0,0,0,2,0,45,3,6,0,false
0.9.0,3,1,0,0,0,0,0,1,37,2,4,0,false
0.9.0,3,1,0,0,0,1,0,0,45,2,5,0,false
0.9.0,3,1,0,0,0,1,0,1,45,2,7,0,false
0.9.0,4,2,0,0,0,1,0,4,45,2,7,0,false
0.9.0,3,1,0,0,0,1,0,0,45,3,11,0,false
0.9.0,11,6,2,0,0,0,3,6,45,3,13,4,false
0.9.0,16,5,7,0,0,1,2,3,37,2,3,7,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,3,1,0,0,0,1,1,0,0,1,8,0,false
0.9.0,1,1,0,0,0,0,3,0,37,2,2,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,1,1,0,0,0,0,0,0,45,1,4,0,false
0.9.0,18,5,5,0,1,2,2,1,45,1,5,2,false
0.9.0,6,4,0,2,0,1,0,1,0,1,5,0,false
0.9.0,5,2,0,0,0,2,0,3,45,3,11,0,false
0.9.0,3,1,0,0,0,0,0,1,45,3,10,0,false
0.9.0,10,4,4,0,0,1,0,0,0,1,8,0,false
0.9.0,3,1,0,0,0,0,7,2,45,3,13,0,false
0.9.0,4,2,0,0,0,1,0,2,45,3,13,0,false
0.9.0,17,4,4,0,0,3,1,10,45,2,8,0,false
0.9.0,21,11,1,0,0,2,0,0,45,2,4,3,false
0.9.0,3,1,0,0,0,0,0,0,45,3,7,0,false
0.9.0,3,1,0,0,0,1,0,0,37,3,9,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,4,0,false
0.9.0,3,1,0,0,0,1,0,1,45,2,7,0,false
0.9.0,5,3,1,0,0,2,0,1,0,1,6,0,false
0.9.0,3,1,0,0,0,1,0,0,37,1,2,0,false
0.9.0,8,1,1,0,0,1,1,5,45,2,5,0,false
0.9.0,11,2,0,0,1,0,2,5,45,3,11,0,false
0.9.0,3,1,0,0,0,1,0,0,45,3,8,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,3,0,false
0.9.0,3,2,1,0,0,0,0,0,45,3,8,0,false
0.9.0,3,1,0,0,0,1,0,0,45,2,5,0,false
0.9.0,3,2,0,0,0,1,25,0,45,2,5,0,false
0.9.0,9,3,0,1,0,3,0,2,37,3,3,0,false
0.9.0,3,1,0,0,0,0,0,0,45,3,7,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,6,0,false
0.9.0,15,6,4,0,1,2,1,2,45,2,6,1,false
0.9.0,5,1,2,0,0,0,41,0,45,3,13,0,false
0.9.0,3,1,0,0,0,1,0,2,45,1,5,0,false
0.9.0,4,1,1,0,0,0,3,1,45,3,8,0,false
0.9.0,3,1,1,0,0,0,0,0,45,3,11,0,false
0.9.0,13,12,5,0,0,4,1,4,45,2,8,2,false
0.9.0,1,1,0,0,0,0,4,0,45,2,5,0,false
0.9.0,3,1,0,0,0,1,1,0,45,1,4,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,2,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,5,0,false
0.9.0,1,1,0,0,0,0,1,0,45,3,6,0,false
0.9.0,3,2,0,0,0,1,0,0,37,2,3,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,4,0,false
0.9.0,3,1,0,0,0,0,0,0,45,3,7,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,5,0,false
0.9.0,6,2,0,0,0,1,0,2,37,3,6,0,false
0.9.0,3,1,0,0,0,1,0,0,45,2,7,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,10,5,4,1,0,1,0,2,45,2,7,0,false
0.9.0,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,1,1,0,0,0,0,1,0,45,1,3,0,false
0.9.0,5,1,2,0,0,0,1,0,45,1,4,0,false
0.9.0,1,1,0,0,0,0,5,0,45,2,5,0,false
0.9.0,3,1,0,0,0,1,0,1,45,2,7,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,9,3,2,0,0,2,2,4,45,3,8,1,false
0.9.0,4,1,0,0,0,0,0,1,0,1,8,0,false
0.9.0,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,3,1,0,0,0,0,0,0,45,3,7,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,6,0,false
0.9.0,3,1,0,0,0,0,0,1,45,3,13,0,false
0.9.0,3,1,0,0,0,1,0,0,45,1,3,0,false
0.9.0,3,1,0,0,0,1,2,1,0,1,7,0,false
0.9.0,3,1,0,0,0,1,0,0,0,2,6,0,false
0.9.0,5,2,1,0,0,1,0,1,0,2,7,1,false
0.9.0,21,8,4,0,0,1,4,4,37,2,3,8,false
0.9.0,3,1,0,0,0,1,0,1,45,3,13,0,false
0.9.0,3,1,0,0,0,1,0,0,45,2,6,0,false
0.9.0,7,2,2,0,0,1,0,2,37,2,5,0,false
0.9.0,9,2,1,0,1,0,2,3,45,2,7,0,false
0.9.0,3,1,1,0,0,0,0,0,45,2,4,0,false
0.9.0,3,1,0,0,0,1,1,0,45,1,4,0,false
0.9.0,11,3,3,0,0,1,0,4,0,1,6,1,false
0.9.0,1,1,0,0,0,0,2,0,45,2,5,0,false
0.9.0,7,4,2,0,0,1,9,2,45,3,8,1,false
0.9.0,4,2,2,0,0,1,0,1,0,1,7,0,false
0.9.0,3,1,0,0,0,1,0,1,37,1,2,0,false
0.9.0,8,4,2,0,0,2,30,1,45,3,8,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.0,3,1,0,0,0,1,0,2,45,2,7,0,false
0.9.0,1,1,0,0,0,0,0,0,45,3,8,0,false
0.9.0,3,1,0,0,0,0,0,0,0,2,6,0,false
0.9.0,14,5,7,3,0,1,0,1,37,1,2,1,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,3,1,1,0,0,0,0,0,45,3,10,0,false
0.9.0,16,5,4,0,0,1,29,6,45,3,8,6,false
0.9.0,17,5,6,0,0,1,1,0,37,2,6,2,false
0.9.0,12,3,0,0,0,0,0,1,0,1,8,0,false
0.9.0,38,14,13,0,2,1,1,15,45,2,5,9,false
0.9.0,22,14,4,0,0,0,0,9,45,2,7,2,false
0.9.0,9,1,7,0,0,0,9,0,45,3,8,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,3,0,false
0.9.0,1,1,0,0,0,0,0,0,45,1,3,0,false
0.9.0,3,1,0,0,0,0,0,1,37,2,4,0,false
0.9.0,3,1,0,0,0,0,0,0,45,3,7,0,false
0.9.0,3,1,0,0,0,1,3,2,45,2,7,0,false
0.9.0,3,1,0,0,0,1,0,1,45,2,6,0,false
0.9.0,1,1,0,0,0,0,0,0,45,3,8,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,6,0,false
0.9.0,3,2,0,0,0,0,2,1,0,1,4,0,false
0.9.0,3,2,0,0,0,0,0,1,0,2,9,0,false
0.9.0,5,3,0,0,0,3,0,0,45,2,5,0,false
0.9.0,11,1,1,0,0,0,0,14,37,3,6,7,false
0.9.0,42,26,3,0,0,0,1,9,45,3,10,4,false
0.9.0,3,1,0,0,0,1,1,0,45,1,4,0,false
0.9.0,4,2,0,0,0,1,3,1,45,2,5,0,false
0.9.0,4,1,1,0,0,1,0,0,37,2,6,0,false
0.9.0,3,1,0,0,0,0,0,0,45,3,13,0,false
0.9.0,3,1,0,0,0,1,34,1,45,3,13,0,false
0.9.0,3,1,0,0,0,1,0,1,37,2,4,0,false
0.9.0,3,1,0,0,0,0,0,1,45,2,7,0,false
0.9.0,4,2,0,0,0,1,0,2,0,1,8,0,false
0.9.0,15,2,3,0,0,2,0,10,45,1,4,2,false
0.9.0,22,16,6,1,0,3,2,13,45,3,10,5,false
0.9.0,7,2,4,0,0,0,1,1,37,2,6,0,false
0.9.0,42,7,14,3,1,0,0,6,45,2,7,6,false
0.9.0,4,2,0,1,0,1,0,2,0,1,8,0,false
0.9.0,3,1,0,0,0,0,0,0,45,3,13,0,false
0.9.0,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,4,1,0,0,0,0,0,0,37,1,2,0,false
0.9.0,3,1,0,0,0,1,0,0,45,3,11,0,false
0.9.0,3,1,0,0,0,1,0,0,45,2,5,0,false
0.9.0,3,2,0,0,0,1,7,0,45,3,11,0,false
0.9.0,3,1,0,0,0,1,1,3,45,2,7,0,false
0.9.0,4,1,1,0,0,1,0,2,37,3,6,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,2,0,false
0.9.0,23,6,11,4,0,2,2,4,45,3,10,4,false
0.9.0,3,2,0,0,0,1,0,0,0,1,5,1,false
0.9.0,3,1,0,0,0,1,0,1,45,2,4,1,false
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.0,5,2,2,0,0,1,9,2,45,3,13,2,false
0.9.0,3,2,0,0,0,1,0,0,0,1,5,1,false
0.9.0,68,28,26,2,1,1,0,12,45,2,6,5,false
0.9.0,3,1,0,0,0,0,0,3,45,2,6,0,false
0.9.0,4,4,0,0,0,2,1,1,45,2,8,1,false
0.9.0,5,4,0,0,0,3,9,2,45,3,10,0,false
0.9.0,9,1,0,0,1,1,0,4,45,3,11,0,false
0.9.0,5,1,2,0,0,0,24,0,45,3,13,0,false
0.9.0,3,1,0,0,0,0,0,0,45,3,7,0,false
0.9.0,44,15,9,2,3,0,0,4,45,2,7,6,false
0.9.0,12,4,3,0,1,1,0,11,45,2,7,3,false
0.9.0,17,7,7,0,0,2,1,2,37,1,2,2,false
0.9.0,3,1,0,0,0,1,16,0,45,3,11,0,false
0.9.0,3,1,1,0,0,0,1,0,0,1,4,0,false
0.9.0,4,2,1,0,0,1,1,1,45,1,4,1,false
0.9.0,2,1,0,0,0,0,0,0,45,3,6,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,5,0,false
0.9.0,29,8,19,4,1,3,0,2,0,2,5,1,false
0.9.0,1,1,0,0,0,0,2,0,45,2,5,0,false
0.9.0,1,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,4,1,0,0,0,0,0,1,45,4,9,0,false
0.9.0,5,3,2,0,0,2,4,0,37,2,5,0,false
0.9.0,7,2,3,0,0,0,0,1,0,1,5,0,false
0.9.0,20,10,3,0,0,1,1,5,45,3,11,1,false
0.9.0,6,4,3,0,0,1,0,1,0,1,7,0,false
0.9.0,3,2,1,0,0,0,1,1,45,2,4,0,false
0.9.0,11,6,3,0,0,3,18,1,45,2,8,1,false
0.9.0,3,1,0,0,0,0,0,0,45,3,11,0,false
0.9.0,6,2,2,0,0,0,0,2,0,1,4,0,false
0.9.0,9,1,3,0,0,0,0,3,37,2,3,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,7,0,false
0.9.0,18,13,0,0,0,4,1,2,0,1,8,0,false
0.9.0,3,1,0,0,0,1,1,1,45,3,13,0,false
0.9.0,3,1,0,0,0,1,0,0,45,2,4,0,false
0.9.0,14,3,2,0,1,1,0,3,45,3,7,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,7,0,false
0.9.0,3,1,0,0,0,1,4,2,0,1,5,0,false
0.9.0,3,3,0,0,0,0,1,0,37,1,2,0,false
0.9.0,3,1,0,0,0,1,0,0,0,2,7,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,5,0,false
0.9.0,3,2,0,0,0,1,0,0,2,1,1,0,false
0.9.0,2,1,0,0,0,0,0,0,37,2,3,0,false
0.9.0,3,1,0,0,0,1,0,0,45,3,11,0,false
0.9.0,4,2,1,0,0,0,1,1,37,1,2,0,false
0.9.0,6,2,2,0,0,1,3,2,0,1,6,1,false
0.9.0,3,1,0,0,0,1,0,0,45,3,6,0,false
0.9.0,4,2,1,0,0,1,4,1,45,2,4,1,false
0.9.0,1,1,0,0,0,0,0,0,45,1,4,0,false
0.9.0,9,3,0,0,1,2,1,2,45,2,5,1,false
0.9.0,9,1,1,0,1,0,0,2,0,1,5,0,false
0.9.0,1,1,0,0,0,0,2,0,45,2,5,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,2,0,false
0.9.0,3,2,0,0,0,1,3,1,45,3,5,0,false
0.9.0,28,15,4,0,0,1,1,1,37,2,8,1,false
0.9.0,2,1,0,0,0,0,0,0,37,2,3,0,false
0.9.0,15,5,2,0,0,1,0,2,37,2,3,0,false
0.9.0,3,1,1,0,0,0,0,0,37,2,2,0,false
0.9.0,3,1,1,0,0,0,0,0,45,1,4,0,false
0.9.0,2,1,0,0,0,0,0,0,37,2,2,0,false
0.9.0,3,1,0,0,0,1,1,1,45,3,6,0,false
0.9.0,1,1,0,0,0,0,0,0,45,3,6,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,6,0,false
0.9.0,32,10,2,1,0,0,1,0,45,2,6,39,false
0.9.0,3,1,0,0,0,1,0,0,45,2,4,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.0,1,1,0,0,0,0,2,0,45,1,4,0,false
0.9.0,3,1,0,0,0,1,4,1,45,3,13,1,false
0.9.0,2,1,0,0,0,0,0,0,45,3,6,0,false
0.9.0,4,2,1,0,0,0,0,0,37,1,2,0,false
0.9.0,3,1,0,0,0,1,9,0,45,3,11,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,3,1,1,0,0,0,0,0,45,3,7,0,false
0.9.0,16,6,2,0,0,1,4,6,45,3,7,1,false
0.9.0,14,4,5,0,0,0,1,2,37,1,2,5,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,3,1,0,0,0,1,0,1,0,1,6,0,false
0.9.0,3,1,1,0,0,0,1,0,45,1,3,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,3,1,0,0,0,0,0,0,45,3,7,0,false
0.9.0,6,2,2,0,0,0,0,2,0,1,5,0,false
0.9.0,3,3,0,0,0,1,12,0,45,2,8,0,false
0.9.0,4,2,0,0,0,0,0,1,45,1,4,0,false
0.9.0,3,1,0,0,0,1,0,1,37,2,3,0,false
0.9.0,3,1,0,0,0,1,2,0,0,1,7,0,false
0.9.0,4,2,0,0,0,2,0,5,45,2,7,0,false
0.9.0,4,2,0,0,0,2,1,0,45,3,11,0,false
0.9.0,14,9,1,0,0,6,1,0,45,1,4,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.0,1,1,0,0,0,0,1,0,37,2,3,0,false
0.9.0,1,1,0,0,0,0,0,0,45,3,8,0,false
0.9.0,3,1,0,0,0,1,0,1,37,2,4,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,3,0,false
0.9.0,1,1,0,0,0,0,0,0,45,3,6,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.0,27,9,12,0,0,2,0,1,45,3,6,0,false
0.9.0,6,1,1,0,0,1,5,2,45,3,8,0,false
0.9.0,3,1,0,0,0,1,0,0,45,2,6,0,false
0.9.0,3,2,0,0,0,1,3,0,45,1,4,0,false
0.9.0,1,1,0,0,0,0,5,0,37,2,2,0,false
0.9.0,15,8,3,0,0,1,5,13,45,3,8,2,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,3,3,0,0,0,0,2,1,45,2,7,1,false
0.9.0,3,1,0,0,0,0,0,0,37,2,4,0,false
0.9.0,5,1,1,0,0,1,0,2,37,1,2,1,false
0.9.0,2,1,0,0,0,0,0,0,45,1,4,0,false
0.9.0,9,2,5,0,0,1,0,7,45,2,5,2,false
0.9.0,29,17,10,0,0,1,0,0,37,1,2,2,false
0.9.0,3,1,0,0,0,1,2,1,45,2,5,0,false
0.9.0,3,1,0,0,0,1,0,2,45,2,6,0,false
0.9.0,3,1,0,0,0,1,0,0,45,1,3,0,false
0.9.0,4,1,0,0,0,0,0,1,0,1,8,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,4,0,false
0.9.0,9,6,0,0,1,3,2,1,45,3,8,0,false
0.9.0,1,1,0,0,0,0,1,0,0,1,4,0,false
0.9.0,32,8,8,1,0,1,1,0,0,1,4,0,false
0.9.0,16,9,3,0,0,1,2,4,45,3,8,3,false
0.9.0,32,7,8,0,1,2,6,12,45,2,6,8,false
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.0,3,1,0,0,0,1,0,1,0,1,5,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,4,0,false
0.9.0,17,9,8,0,0,2,2,8,45,2,6,0,false
0.9.0,3,2,0,0,0,0,0,1,0,2,9,0,false
0.9.0,17,3,7,0,0,1,1,5,37,2,5,1,false
0.9.0,13,4,1,0,1,0,2,2,37,3,9,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,8,0,false
0.9.0,3,2,0,0,0,1,1,0,45,2,8,0,false
0.9.0,1,1,0,0,0,0,0,0,45,3,8,0,false
0.9.0,10,6,2,0,0,6,3,7,45,2,8,1,false
0.9.0,4,1,2,0,0,0,0,0,45,2,7,0,false
0.9.0,3,1,0,0,0,0,0,0,45,2,4,0,false
0.9.0,16,8,2,0,1,0,4,7,45,3,13,0,false
0.9.0,22,10,8,0,0,2,0,0,45,2,10,1,false
0.9.0,11,4,0,0,1,0,4,0,45,3,10,2,false
0.9.0,1,1,0,0,0,0,12,0,45,1,4,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,5,0,false
0.9.0,4,3,0,0,0,2,1,1,45,3,8,0,false
0.9.0,8,2,3,0,0,0,0,1,37,1,2,0,false
0.9.0,9,4,4,0,0,2,1,0,0,1,7,0,false
0.9.0,3,1,0,0,0,1,0,1,37,2,3,0,false
0.9.0,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,3,1,0,0,0,1,0,0,45,2,4,0,false
0.9.0,12,4,5,0,0,1,1,3,45,4,9,2,false
0.9.0,4,1,0,0,0,0,0,5,45,2,7,0,false
0.9.0,3,1,0,0,0,1,1,1,45,3,5,0,false
0.9.0,5,3,2,0,0,0,3,1,45,2,8,1,false
0.9.0,5,7,1,0,0,1,2,0,45,2,4,0,false
0.9.0,4,2,0,0,0,2,2,0,45,2,6,0,false
0.9.0,3,2,0,0,0,1,0,1,37,1,2,0,false
0.9.0,3,1,0,0,0,1,0,0,45,3,6,0,false
0.9.0,1,1,0,0,0,0,2,0,45,3,8,0,false
0.9.0,1,1,0,0,0,0,2,0,45,2,5,0,false
0.9.0,3,1,0,0,0,0,0,0,45,1,3,0,false
0.9.0,1,1,0,0,0,0,0,0,45,3,8,0,false
0.9.0,20,8,7,0,0,0,10,16,45,3,13,4,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,2,1,0,0,0,0,1,0,45,2,6,0,false
0.9.0,3,1,0,0,0,1,2,0,45,2,6,0,false
0.9.0,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,3,1,0,0,0,1,0,0,45,2,6,0,false
0.9.0,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,3,1,0,0,0,0,1,0,37,2,5,0,false
0.9.0,3,1,0,0,0,1,0,0,45,2,6,0,false
0.9.0,3,1,0,0,0,0,2,2,45,3,13,0,false
0.9.0,3,1,0,0,0,0,5,0,37,3,9,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,3,0,false
0.9.0,3,1,0,0,0,1,0,1,45,2,7,0,false
0.9.0,3,1,0,0,0,1,3,0,0,1,5,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,3,0,false
0.9.0,4,2,0,0,0,1,0,0,0,2,7,0,false
0.9.0,3,1,0,0,0,1,4,0,45,3,8,0,false
0.9.0,3,2,0,0,0,1,0,0,45,2,6,0,false
0.9.0,22,6,2,0,0,0,0,1,37,2,3,3,false
0.9.0,6,2,2,0,0,1,0,1,45,3,6,0,false
0.9.0,5,3,0,0,0,0,0,1,45,2,6,0,false
0.9.0,3,1,0,0,0,1,0,0,45,3,13,0,false
0.9.0,8,8,4,1,0,1,2,2,45,2,6,1,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,3,2,0,0,0,1,0,0,37,1,2,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.0,3,1,0,0,0,1,1,0,0,1,4,0,false
0.9.0,1,1,0,0,0,0,2,0,45,2,5,0,false
0.9.0,7,1,0,0,0,0,1,6,45,3,8,0,false
0.9.0,16,1,1,0,0,1,1,1,45,2,6,46,false
0.9.0,1,1,0,0,0,0,0,0,45,3,8,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,8,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,3,1,0,0,0,1,0,0,45,2,5,0,false
0.9.0,18,5,5,1,0,0,1,1,37,1,2,4,false
0.9.0,7,2,2,0,0,1,1,1,45,1,3,2,false
0.9.0,1,1,0,0,0,0,0,0,45,3,6,0,false
0.9.0,4,2,0,0,0,0,0,2,37,2,5,0,false
0.9.0,3,1,0,0,0,1,1,0,45,2,6,0,false
0.9.0,4,2,0,0,0,2,2,0,0,1,8,0,false
0.9.0,20,8,6,0,0,3,0,3,37,2,2,1,false
0.9.0,6,3,2,0,0,2,1,0,45,1,4,0,false
0.9.0,3,1,0,0,0,1,0,1,45,3,6,0,false
