@relation openjpa_Train_R3-weka.filters.unsupervised.attribute.Remove-R2-3-weka.filters.unsupervised.attribute.StringToNominal-R1

@attribute release {0.9.6,0.9.0}
@attribute loc numeric
@attribute wmc numeric
@attribute assignmentsQty numeric
@attribute mathOperationsQty numeric
@attribute qtyTryCatch numeric
@attribute qtyReturn numeric
@attribute fanin numeric
@attribute fanout numeric
@attribute age numeric
@attribute nAuth numeric
@attribute nr numeric
@attribute nSmell numeric
@attribute buggy {false,true}

@data
0.9.6,4,1,0,0,0,0,0,1,185,1,2,0,true
0.9.6,3,1,0,0,0,1,0,0,168,1,1,0,false
0.9.6,3,1,1,0,0,0,0,0,168,1,2,0,false
0.9.0,6,3,2,0,0,2,4,2,45,2,6,3,false
0.9.6,3,1,0,0,0,0,0,0,185,2,4,0,false
0.9.6,1,1,0,0,0,0,1,0,185,2,4,0,false
0.9.6,3,1,0,0,0,1,0,0,70,2,5,0,false
0.9.6,3,1,0,0,0,1,0,0,168,1,1,0,false
0.9.6,4,1,1,0,0,1,1,0,168,2,7,0,false
0.9.0,3,1,1,0,0,0,0,0,0,2,9,0,false
0.9.0,3,1,0,0,0,1,0,1,45,2,7,0,false
0.9.0,3,2,0,0,0,1,6,0,45,2,6,0,false
0.9.0,2,1,0,0,0,0,1,0,45,1,4,0,false
0.9.0,3,1,1,0,0,0,0,0,45,2,6,0,false
0.9.0,20,7,12,0,0,1,1,1,45,1,4,2,false
0.9.0,3,2,0,0,0,1,1,1,37,2,3,0,false
0.9.0,3,1,0,0,0,0,3,0,37,3,3,0,false
0.9.0,1,1,0,0,0,0,1,0,45,2,5,0,false
0.9.0,1,1,0,0,0,0,0,0,45,3,6,0,false
0.9.0,1,1,0,0,0,0,1,0,45,2,5,0,false
0.9.0,5,2,0,1,0,0,1,0,37,2,6,0,false
0.9.0,1,1,0,0,0,0,14,0,45,2,5,0,false
0.9.6,3,1,0,0,0,1,0,0,185,1,1,0,false
0.9.0,3,1,0,0,0,1,2,0,45,1,4,0,false
0.9.6,3,1,0,0,0,1,0,0,185,4,13,0,true
0.9.6,3,1,0,0,0,1,0,0,185,3,5,0,false
0.9.0,5,3,1,0,0,2,8,0,37,1,2,1,false
0.9.0,9,3,0,0,1,0,1,3,45,3,11,0,false
0.9.0,3,1,0,0,0,1,2,0,0,1,5,0,false
0.9.0,3,2,0,0,0,1,10,2,37,3,9,0,false
0.9.0,3,1,0,0,0,1,54,0,0,1,5,0,false
0.9.0,16,5,1,0,1,3,0,0,37,1,2,2,false
0.9.0,15,5,4,0,1,2,4,3,45,2,7,1,false
0.9.0,3,1,0,0,0,1,0,0,45,1,7,0,false
0.9.0,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,48,23,19,0,0,4,1,6,45,1,4,14,false
0.9.0,3,2,0,0,0,1,0,0,37,2,6,0,false
0.9.6,3,1,0,0,0,1,0,0,168,2,5,0,true
0.9.6,3,1,0,0,0,1,1,0,185,3,5,0,false
0.9.6,6,7,0,0,0,4,2,3,185,2,5,2,false
0.9.6,3,1,0,0,0,1,21,0,168,1,1,0,true
0.9.0,14,2,0,0,0,0,1,1,45,3,8,0,false
0.9.6,3,1,0,0,0,1,0,0,185,2,4,0,false
0.9.0,3,1,1,0,0,0,0,0,37,2,2,0,false
0.9.0,4,2,0,1,0,1,0,2,0,1,8,0,false
0.9.0,5,3,2,0,0,2,4,1,37,1,2,1,false
0.9.6,3,1,0,0,0,1,0,2,168,1,2,0,false
0.9.6,3,1,0,0,0,1,0,1,185,2,2,0,true
0.9.6,6,1,3,0,0,0,6,1,185,4,13,0,true
0.9.0,4,1,0,0,0,0,0,1,0,1,8,0,false
0.9.6,6,1,1,0,0,1,0,6,185,2,3,1,true
0.9.6,3,1,0,0,0,1,1,1,168,2,7,0,false
0.9.6,3,1,0,1,0,1,0,1,168,1,1,0,false
0.9.6,4,1,0,0,0,0,0,2,185,3,10,0,false
0.9.0,4,3,1,0,0,2,0,1,45,3,11,0,false
0.9.6,3,1,0,0,0,1,0,0,185,3,5,0,true
0.9.0,3,1,0,1,0,1,4,0,45,2,5,0,false
0.9.0,3,1,0,0,0,1,0,0,45,1,3,0,false
0.9.6,10,5,4,0,0,4,1,5,185,4,19,3,true
0.9.0,3,1,0,0,0,1,3,0,45,3,13,0,false
0.9.0,3,1,0,0,0,1,1,0,45,3,11,0,false
0.9.6,32,18,1,0,0,16,3,0,185,1,1,4,false
0.9.0,7,3,3,0,0,1,2,3,0,1,7,0,false
0.9.0,25,3,7,2,0,1,0,1,45,1,4,13,false
0.9.6,3,1,0,0,0,1,1,0,185,4,19,0,true
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.6,11,5,2,0,1,0,1,3,185,4,19,0,true
0.9.6,4,3,0,0,0,0,0,0,94,2,2,0,false
0.9.0,12,5,5,0,0,2,5,5,45,3,8,3,false
0.9.6,3,1,0,0,0,0,0,0,168,1,1,0,false
0.9.6,3,1,0,0,0,1,0,0,168,2,2,0,false
0.9.6,3,1,0,0,0,0,0,0,185,2,4,0,false
0.9.6,3,3,0,0,0,0,5,0,185,4,19,0,true
0.9.6,3,1,0,0,0,1,1,1,168,2,2,0,false
0.9.0,2,1,0,0,0,0,0,0,37,2,2,0,false
0.9.6,28,11,2,0,1,2,1,12,185,4,19,7,true
0.9.0,10,4,0,0,1,0,2,4,45,3,11,0,false
0.9.6,3,1,0,0,0,1,0,0,185,1,2,0,false
0.9.6,4,2,0,0,0,2,0,3,185,4,19,0,true
0.9.6,52,11,18,0,0,1,2,6,94,1,1,1,false
0.9.0,1,1,0,0,0,0,2,0,45,2,5,0,false
0.9.6,3,1,0,0,0,0,0,0,168,2,2,0,false
0.9.6,5,3,0,0,0,3,0,0,83,2,2,0,false
0.9.6,10,5,2,0,0,2,2,0,168,2,3,3,false
0.9.6,1,1,0,0,0,0,0,0,185,2,5,0,false
0.9.6,3,1,0,0,0,1,0,0,185,4,19,0,true
0.9.6,3,1,0,0,0,1,1,0,185,1,3,0,true
0.9.6,1,1,0,0,0,0,0,0,185,2,4,0,false
0.9.0,1,1,0,0,0,0,1,0,45,3,6,0,false
0.9.0,1,1,0,0,0,0,1,0,45,1,4,0,false
0.9.6,7,2,2,0,0,0,0,1,94,1,2,1,false
0.9.6,3,1,0,0,0,1,2,0,185,2,5,0,false
0.9.6,1,1,0,0,0,0,2,0,185,2,2,0,true
0.9.6,3,2,0,0,0,0,2,1,21,2,2,0,false
0.9.6,13,7,5,0,0,3,2,6,168,2,7,2,false
0.9.6,3,1,0,0,0,0,0,0,33,3,5,0,false
0.9.0,18,7,8,0,1,2,2,2,37,2,4,4,false
0.9.6,4,2,0,0,0,2,0,1,185,4,19,0,true
0.9.0,3,1,0,0,0,1,0,0,37,1,2,0,false
0.9.6,1,1,0,0,0,0,5,0,185,2,4,0,false
0.9.0,3,1,0,0,0,1,0,1,0,1,6,0,false
0.9.0,3,1,0,0,0,1,0,1,37,2,4,0,false
0.9.0,3,1,0,0,0,1,0,1,45,2,7,0,false
0.9.6,3,1,0,0,0,1,0,1,185,2,2,0,true
0.9.6,4,1,0,0,0,0,0,1,94,1,1,0,false
0.9.6,3,1,0,0,0,1,1,0,185,3,9,1,false
0.9.0,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.6,3,1,0,0,0,1,0,0,185,2,4,0,false
0.9.0,1,1,0,0,0,0,1,0,45,3,8,0,false
0.9.0,4,1,0,0,0,0,0,2,45,3,13,0,false
0.9.0,3,2,0,0,0,1,9,0,45,3,13,0,false
0.9.0,3,1,0,0,0,1,0,0,37,1,2,0,false
0.9.6,3,1,0,0,0,1,0,0,168,1,1,3,false
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.6,4,2,0,0,0,2,0,5,185,2,3,0,true
0.9.0,3,1,0,0,0,1,1,0,37,1,2,0,false
0.9.6,11,3,0,0,1,0,2,5,185,4,14,0,true
0.9.6,3,1,0,0,0,1,1,1,168,2,3,0,false
0.9.6,3,1,0,0,0,1,0,0,168,2,5,0,true
0.9.0,7,1,1,0,0,1,2,0,45,1,4,2,false
0.9.6,3,1,0,0,0,1,13,0,185,4,14,0,true
0.9.6,22,13,2,0,0,6,0,4,185,2,4,3,false
0.9.6,3,1,1,0,0,0,0,0,168,2,2,0,false
0.9.6,3,2,0,0,0,1,0,0,185,1,1,1,false
0.9.0,3,1,0,0,0,0,0,1,45,3,10,0,false
0.9.6,3,1,0,0,0,1,0,0,168,1,1,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.6,3,1,0,0,0,0,1,1,168,1,1,0,false
0.9.6,1,1,0,0,0,0,1,0,168,2,2,0,false
0.9.0,4,2,2,0,0,0,1,0,45,1,7,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,3,0,false
0.9.0,3,1,1,0,0,0,0,0,45,2,6,0,false
0.9.0,15,8,8,0,0,1,1,8,45,2,8,2,false
0.9.6,3,1,0,0,0,0,0,0,168,3,5,0,false
0.9.6,5,1,2,0,0,1,1,1,185,1,3,4,true
0.9.6,3,1,0,0,0,1,1,0,168,2,7,0,false
0.9.0,18,7,8,0,1,2,2,2,37,2,4,4,false
0.9.0,12,7,4,0,0,4,3,5,45,2,5,3,false
0.9.6,4,1,1,0,0,0,0,0,185,2,2,0,true
0.9.6,3,1,0,0,0,1,0,5,185,2,3,0,true
0.9.0,3,1,0,0,0,1,0,0,45,2,5,0,false
0.9.0,1,1,0,0,0,0,1,0,0,1,4,0,false
0.9.0,12,9,0,0,0,0,1,8,37,1,2,2,false
0.9.6,4,3,0,1,0,0,0,0,168,1,1,2,false
0.9.6,3,1,1,0,0,0,0,0,185,2,2,0,false
0.9.6,3,1,0,0,0,0,0,3,185,2,3,0,true
0.9.0,3,1,0,0,0,1,1,0,45,3,10,0,false
0.9.0,30,11,2,0,1,0,0,11,45,3,11,5,false
0.9.6,6,2,0,0,0,0,0,0,185,1,1,0,false
0.9.6,3,1,0,0,0,1,0,0,94,2,2,0,false
0.9.0,8,3,0,0,0,3,2,0,37,3,9,1,false
0.9.0,3,1,0,0,0,1,0,0,45,2,8,0,false
0.9.0,19,11,6,0,0,6,2,6,37,1,2,4,false
0.9.6,6,4,2,0,0,3,1,2,83,2,2,0,false
0.9.0,5,3,1,0,0,1,12,2,45,2,6,0,false
0.9.0,3,1,0,0,0,1,0,1,37,2,4,0,false
0.9.0,27,17,7,1,0,10,0,0,37,2,4,2,false
0.9.6,4,2,0,0,0,2,0,0,168,2,2,0,false
0.9.6,3,1,1,0,0,0,0,0,94,1,1,0,false
0.9.6,3,1,0,0,0,1,0,0,185,1,2,0,false
0.9.6,4,2,0,0,0,0,0,0,168,2,2,0,false
0.9.6,24,22,0,0,0,21,0,0,185,2,5,0,false
0.9.6,3,1,0,0,0,1,0,0,185,2,4,0,false
0.9.6,3,1,0,0,0,1,0,0,168,1,2,0,false
0.9.6,8,2,0,0,1,1,0,2,185,2,2,1,true
0.9.0,1,1,0,0,0,0,0,0,45,3,8,0,false
0.9.0,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,7,3,2,0,0,1,5,2,45,3,8,1,false
0.9.0,3,1,1,0,0,0,0,0,37,2,4,0,false
0.9.6,1,1,0,0,0,0,0,0,185,2,5,0,false
0.9.6,3,1,0,0,0,0,0,0,168,3,5,0,false
0.9.6,3,1,1,0,0,0,0,0,0,1,1,0,false
0.9.6,1,1,0,0,0,0,1,0,185,2,4,0,false
0.9.0,3,1,0,0,0,1,0,1,37,2,4,0,false
0.9.6,91,48,26,0,0,2,1,8,185,2,8,11,false
0.9.0,20,7,7,0,0,1,2,2,37,2,3,12,false
0.9.6,3,1,0,0,0,0,0,0,33,3,5,0,false
0.9.0,3,1,1,0,0,0,0,0,37,2,4,0,false
0.9.6,4,1,1,0,0,0,0,1,185,4,19,0,true
0.9.6,3,1,0,0,0,1,2,0,168,1,2,0,false
0.9.0,3,1,0,0,0,0,0,3,45,2,7,0,false
0.9.6,3,1,0,0,0,1,0,0,78,2,2,0,false
0.9.6,3,1,0,0,0,1,0,0,168,3,5,0,false
0.9.6,4,1,0,0,0,0,0,1,168,3,4,0,false
0.9.0,3,1,0,0,0,1,18,1,45,2,7,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.6,3,1,0,0,0,0,0,0,185,4,14,0,true
0.9.6,3,1,0,0,0,1,0,0,185,2,5,0,false
0.9.0,9,2,0,0,1,1,1,2,45,3,7,1,false
0.9.6,6,2,2,0,0,2,1,1,94,1,2,0,false
0.9.0,1,1,0,0,0,0,3,0,45,3,8,0,false
0.9.6,4,1,1,0,0,1,1,2,168,3,5,2,false
0.9.0,3,1,0,0,0,0,0,0,0,1,5,0,false
0.9.6,3,1,1,0,0,0,2,0,185,2,2,0,false
0.9.0,3,1,1,0,0,0,0,1,0,1,6,0,false
0.9.0,4,1,2,0,0,0,7,0,45,3,10,0,false
0.9.6,5,3,1,0,0,1,0,1,168,1,1,1,false
0.9.0,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.6,3,1,0,0,0,1,0,0,94,1,1,0,false
0.9.0,3,1,1,0,0,0,0,0,37,2,2,0,false
0.9.6,3,2,0,0,0,0,0,1,168,1,1,0,false
0.9.0,4,1,0,0,0,1,0,2,45,2,6,0,false
0.9.6,4,2,0,0,0,2,1,1,185,1,3,0,false
0.9.0,4,2,0,1,0,1,0,2,0,1,8,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,8,8,1,1,0,1,0,6,45,1,4,2,false
0.9.0,5,2,2,0,0,1,0,2,45,3,11,0,false
0.9.6,4,2,0,0,0,2,0,0,185,1,1,0,false
0.9.6,3,2,0,0,0,1,1,1,168,2,7,0,false
0.9.6,10,3,1,0,1,0,0,1,70,2,10,1,false
0.9.0,4,2,0,0,0,1,0,2,45,2,7,0,false
0.9.0,6,2,2,1,0,2,2,2,0,1,6,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.6,1,1,0,0,0,0,0,0,185,2,5,0,false
0.9.6,3,1,0,0,0,0,0,0,168,3,5,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,4,1,0,0,0,0,0,1,45,4,9,0,false
0.9.0,16,5,1,0,1,1,4,6,45,3,13,0,false
0.9.6,7,2,2,0,0,2,0,7,168,1,1,1,false
0.9.6,28,4,18,0,0,0,1,19,185,4,19,3,true
0.9.6,6,3,1,0,0,3,0,0,185,4,7,2,false
0.9.6,13,4,1,0,1,1,0,3,185,2,4,0,false
0.9.6,8,2,0,0,1,0,0,2,185,2,2,1,true
0.9.6,3,1,1,0,0,0,0,0,185,1,1,0,false
0.9.6,3,1,0,0,0,1,0,0,185,2,3,0,true
0.9.6,3,1,0,0,0,0,1,3,185,3,5,0,true
0.9.6,4,3,0,0,0,0,2,1,185,4,7,0,false
0.9.6,5,3,0,0,0,3,0,0,185,2,2,0,true
0.9.0,1,1,0,0,0,0,16,0,45,2,5,0,false
0.9.0,3,1,0,0,0,1,0,1,37,2,4,0,false
0.9.0,3,1,0,0,0,1,0,1,45,2,7,0,false
0.9.0,3,1,0,0,0,0,0,0,37,2,5,0,false
0.9.6,18,4,2,0,1,2,5,2,185,3,10,1,true
0.9.0,3,1,0,0,0,1,0,1,37,3,6,0,false
0.9.0,3,1,0,0,0,1,1,0,37,2,3,0,false
0.9.0,3,1,0,0,0,1,0,0,45,1,4,0,false
0.9.6,3,1,0,0,0,1,0,1,185,3,10,0,false
0.9.6,3,1,0,0,0,1,0,0,185,2,4,0,false
0.9.0,3,1,0,0,0,1,0,0,45,3,6,0,false
0.9.6,2,1,0,0,0,0,0,0,168,3,3,0,false
0.9.0,3,1,1,0,0,0,0,0,45,2,5,0,false
0.9.0,1,1,0,0,0,0,2,0,45,2,5,0,false
0.9.6,6,3,1,0,0,3,0,0,168,2,7,2,false
0.9.6,25,13,11,2,0,0,1,2,168,3,6,11,false
0.9.0,1,1,0,0,0,0,1,0,45,1,4,0,false
0.9.6,4,1,0,0,0,1,0,0,83,2,2,0,false
0.9.6,3,1,0,0,0,1,0,0,168,3,5,0,false
0.9.6,3,1,0,0,0,1,0,0,185,1,1,0,false
0.9.6,3,1,0,0,0,1,0,0,168,2,7,0,false
0.9.6,4,1,0,0,0,0,0,0,185,1,1,0,false
0.9.6,3,1,0,0,0,1,0,0,168,1,2,0,false
0.9.0,26,8,5,1,2,3,0,1,0,1,6,6,false
0.9.6,3,1,0,0,0,0,0,1,168,1,1,0,false
0.9.0,3,1,0,0,0,1,0,0,45,3,7,0,false
0.9.6,3,1,0,0,0,1,3,0,168,2,7,0,false
0.9.6,1,1,0,0,0,0,1,0,185,1,2,0,false
0.9.0,5,3,1,0,0,2,1,1,45,2,5,0,false
0.9.6,7,3,4,0,0,1,0,1,168,1,1,0,false
0.9.0,3,1,0,0,0,0,1,0,45,2,7,1,false
0.9.6,10,3,1,0,1,2,0,1,168,1,1,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,6,0,false
0.9.0,3,1,0,0,0,0,0,3,45,2,7,0,false
0.9.0,3,1,0,0,0,1,0,0,45,2,4,0,false
0.9.6,1,1,0,0,0,0,1,0,168,1,1,0,false
0.9.0,2,1,0,0,0,0,0,0,37,2,3,0,false
0.9.0,8,3,3,0,0,1,3,2,37,3,6,1,false
0.9.6,14,6,2,0,0,1,1,2,33,3,5,0,false
0.9.0,3,1,0,0,0,1,0,1,45,3,13,0,false
0.9.6,18,4,7,3,0,1,42,6,185,4,13,1,true
0.9.6,1,1,0,0,0,0,0,0,185,2,4,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,8,0,false
0.9.0,1,1,0,0,0,0,1,0,45,1,4,0,false
0.9.6,2,1,0,0,0,0,0,0,168,2,5,0,true
0.9.6,3,1,0,0,0,0,0,0,185,1,1,0,false
0.9.6,3,1,0,0,0,1,1,0,185,2,2,0,true
0.9.6,3,1,0,0,0,0,0,3,185,2,3,0,true
0.9.0,5,3,1,0,0,0,1,3,45,3,11,0,false
0.9.6,58,30,24,2,0,1,3,4,94,2,2,2,false
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.6,3,1,0,0,0,1,1,0,185,4,16,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,3,1,0,0,0,1,0,1,37,2,4,0,false
0.9.6,3,2,0,0,0,1,0,0,168,1,1,0,false
0.9.6,3,1,0,0,0,1,0,0,185,2,4,0,false
0.9.0,3,2,0,0,0,1,0,0,45,3,7,0,false
0.9.0,4,1,0,0,0,1,3,2,45,2,6,0,false
0.9.6,52,33,29,6,0,5,1,6,185,1,1,3,false
0.9.6,3,1,0,0,0,1,2,2,168,1,3,0,false
0.9.6,3,1,1,0,0,0,0,0,168,3,3,0,false
0.9.0,16,5,3,0,1,0,2,6,45,3,13,2,false
0.9.6,4,2,1,0,0,0,0,0,168,1,1,0,false
0.9.6,27,2,9,2,0,0,1,2,0,2,2,21,false
0.9.0,3,1,1,0,0,0,0,0,45,1,5,0,false
0.9.0,3,1,1,0,0,0,0,0,45,3,13,0,false
0.9.0,9,1,1,0,0,1,0,0,45,2,6,4,false
0.9.0,3,1,0,0,0,1,0,1,37,2,5,0,false
0.9.6,48,19,1,0,0,0,0,17,185,3,6,0,true
0.9.0,3,1,0,0,0,1,0,1,37,2,3,0,false
0.9.6,1,1,0,0,0,0,0,0,185,2,5,0,false
0.9.6,2,1,0,0,0,0,0,0,185,2,4,0,false
0.9.6,3,1,0,0,0,1,0,0,185,2,4,0,false
0.9.6,11,6,2,0,0,2,11,2,185,4,19,3,true
0.9.6,3,1,0,0,0,1,8,0,168,1,1,0,false
0.9.6,3,1,0,0,0,1,2,3,168,2,2,0,false
0.9.0,1,1,0,0,0,0,2,0,37,2,2,0,false
0.9.6,3,1,0,0,0,1,1,0,185,3,5,0,false
0.9.6,23,8,0,0,2,2,0,6,185,4,19,2,true
0.9.0,3,1,0,0,0,0,0,3,45,2,7,0,false
0.9.6,21,5,6,2,0,2,1,1,168,1,1,2,false
0.9.6,1,1,0,0,0,0,1,0,185,2,2,0,true
0.9.6,3,1,0,0,0,0,6,1,185,4,19,0,true
0.9.0,15,7,2,0,0,1,1,0,45,3,11,0,false
0.9.6,3,1,0,0,0,0,0,0,185,2,4,0,false
0.9.0,3,1,0,0,0,1,1,1,45,3,13,0,false
0.9.0,3,1,0,0,0,1,0,0,45,2,7,0,false
0.9.6,3,1,0,0,0,0,0,0,168,3,5,0,false
0.9.6,3,1,1,0,0,0,0,0,168,1,2,0,false
0.9.0,3,1,0,0,0,1,0,2,45,3,10,0,false
0.9.6,3,1,0,0,0,1,0,0,185,1,2,0,false
0.9.6,3,1,0,0,0,1,0,0,94,1,1,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,4,0,false
0.9.6,3,1,1,0,0,0,0,0,185,2,5,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,4,0,false
0.9.6,3,1,0,0,0,1,0,1,185,2,3,0,true
0.9.6,1,1,0,0,0,0,0,0,185,2,5,0,false
0.9.0,3,1,0,0,0,1,1,1,45,3,8,1,false
0.9.6,21,5,3,0,3,0,1,2,168,1,1,3,false
0.9.0,3,1,0,0,0,0,0,0,0,1,5,0,false
0.9.6,3,1,0,0,0,0,1,1,168,1,1,0,false
0.9.0,1,1,0,0,0,0,6,0,0,1,6,0,false
0.9.6,4,1,0,0,0,0,0,2,185,3,10,0,false
0.9.6,3,1,0,0,0,1,0,0,168,3,5,0,false
0.9.0,26,14,7,1,1,6,0,0,45,3,6,2,false
0.9.0,3,1,0,0,0,1,0,0,37,1,2,0,false
0.9.6,3,1,0,0,0,1,0,0,185,2,5,0,false
0.9.6,3,1,0,0,0,1,0,0,185,4,13,0,true
0.9.0,14,3,2,1,1,1,0,8,0,1,8,0,false
0.9.6,3,1,0,0,0,1,0,0,185,1,1,0,false
0.9.6,4,2,1,1,0,0,1,1,185,4,13,2,true
0.9.6,3,1,0,0,0,1,0,0,185,3,9,0,false
0.9.0,1,1,0,0,0,0,7,0,45,3,6,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,2,0,false
0.9.0,11,2,1,0,0,1,2,0,37,2,5,0,false
0.9.0,3,1,0,0,0,1,1,1,37,2,4,0,false
0.9.6,3,1,1,0,0,0,0,0,168,3,3,0,false
0.9.0,3,1,0,0,0,1,29,0,45,3,8,0,false
0.9.0,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,3,1,0,0,0,1,5,0,45,4,8,0,false
0.9.0,1,1,0,0,0,0,0,0,45,3,8,0,false
0.9.6,3,1,0,0,0,1,0,0,185,2,5,0,false
0.9.0,6,5,1,0,0,0,1,5,45,3,11,0,false
0.9.6,7,2,3,0,0,0,1,0,168,2,7,0,false
0.9.6,9,4,2,0,0,0,0,3,168,1,1,4,false
0.9.0,4,1,0,0,0,0,1,0,45,2,8,0,false
0.9.6,25,7,11,0,0,1,7,20,185,3,9,10,false
0.9.0,3,1,0,0,0,0,0,0,0,1,5,0,false
0.9.0,4,2,1,0,0,1,4,1,45,1,4,1,false
0.9.6,3,1,0,0,0,1,0,1,185,2,4,0,false
0.9.0,29,10,18,0,0,0,1,32,45,3,8,2,false
0.9.6,3,2,0,0,0,0,0,1,185,3,10,0,false
0.9.0,24,16,8,1,2,5,2,2,0,1,8,5,false
0.9.6,12,4,5,0,0,3,4,2,168,1,1,2,false
0.9.6,4,1,0,0,0,1,0,0,185,1,1,0,false
0.9.6,19,5,4,0,1,0,2,10,185,4,14,0,true
0.9.0,3,1,0,0,0,1,0,0,0,1,5,0,false
0.9.6,15,3,3,0,1,0,2,2,185,2,2,1,true
0.9.6,3,1,0,0,0,1,0,1,185,2,3,0,true
0.9.0,3,1,0,0,0,1,0,0,0,1,6,0,false
0.9.6,16,4,4,0,0,1,2,8,185,4,13,4,true
0.9.0,3,1,0,0,0,0,0,3,45,2,7,0,false
0.9.6,12,6,8,0,0,1,1,3,185,4,13,0,true
0.9.6,1,1,0,0,0,0,0,0,168,1,2,0,false
0.9.0,3,1,0,0,0,0,0,1,37,2,2,0,false
0.9.0,8,2,0,1,1,2,0,0,0,1,8,0,false
0.9.6,9,5,2,0,0,0,0,1,168,2,3,2,false
0.9.6,4,2,0,0,0,1,2,2,185,3,9,0,false
0.9.0,3,1,0,0,0,1,3,0,45,3,10,0,false
0.9.0,50,25,30,0,0,1,0,16,37,2,5,4,false
0.9.0,3,2,0,0,0,1,3,0,45,2,6,0,false
0.9.0,14,9,4,0,0,4,0,3,37,2,2,1,false
0.9.6,1,1,0,0,0,0,1,0,185,1,2,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,7,0,false
0.9.6,3,1,0,0,0,0,0,1,168,1,1,0,false
0.9.6,1,1,0,0,0,0,2,0,185,1,3,0,true
0.9.6,31,9,14,3,0,0,0,1,168,2,3,6,false
0.9.0,6,7,2,2,0,3,0,0,0,1,5,0,false
0.9.6,4,1,2,0,0,0,0,0,168,1,2,0,false
0.9.0,3,1,0,0,0,1,0,1,45,3,13,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,3,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.0,7,2,2,0,0,0,2,0,37,2,2,2,false
0.9.6,3,1,0,0,0,0,0,0,185,1,1,0,false
0.9.6,8,1,1,0,0,1,1,5,185,2,5,0,false
0.9.6,4,1,0,0,0,0,0,1,94,1,1,0,false
0.9.0,5,2,1,0,0,1,4,0,37,1,2,0,false
0.9.6,3,1,0,0,0,1,0,0,168,3,5,0,false
0.9.0,9,3,1,0,1,0,0,5,45,2,7,1,false
0.9.6,3,1,1,0,0,0,0,0,185,2,4,0,false
0.9.0,16,3,5,0,0,0,0,8,37,2,2,5,false
0.9.0,4,3,2,0,0,0,0,0,45,3,11,0,false
0.9.0,4,2,0,0,0,2,0,4,37,2,3,0,false
0.9.6,3,1,1,0,0,0,1,0,168,2,3,0,false
0.9.0,3,1,0,0,0,1,1,3,45,2,7,0,false
0.9.6,3,1,0,0,0,1,0,1,185,2,2,1,true
0.9.6,3,1,0,0,0,0,0,0,168,3,5,0,false
0.9.6,3,1,0,0,0,1,0,0,185,2,3,0,true
0.9.0,3,1,0,0,0,1,0,0,37,2,4,0,false
0.9.6,53,13,9,1,6,2,13,1,168,1,3,12,false
0.9.6,3,1,0,0,0,0,0,0,168,3,5,0,false
0.9.6,3,1,0,0,0,0,0,0,168,3,5,0,false
0.9.6,3,1,0,0,0,1,0,1,185,1,1,0,true
0.9.0,3,1,0,0,0,0,0,1,45,2,5,0,false
0.9.0,6,3,2,0,0,2,0,0,37,2,6,0,false
0.9.0,3,1,0,0,0,0,0,3,45,2,7,0,false
0.9.6,3,1,0,0,0,1,0,0,168,3,3,0,false
0.9.0,4,1,0,0,0,0,2,0,37,2,4,0,false
0.9.0,3,2,1,0,0,0,0,0,45,2,6,0,false
0.9.6,3,1,0,0,0,1,0,1,168,2,2,1,false
0.9.6,3,1,0,0,0,0,0,0,168,3,5,0,false
0.9.6,13,5,0,0,1,3,0,6,185,3,5,2,false
0.9.6,50,22,27,2,0,4,2,4,94,1,1,11,false
0.9.6,3,1,0,0,0,1,0,1,185,2,2,0,true
0.9.0,3,1,0,0,0,1,4,0,37,3,9,0,false
0.9.0,4,1,0,0,0,1,0,2,45,2,6,0,false
0.9.6,1,1,0,0,0,0,0,0,185,2,5,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.6,3,1,0,0,0,1,0,0,168,3,3,0,false
0.9.6,3,1,0,0,0,0,0,0,185,2,4,0,false
0.9.6,3,1,1,0,0,0,0,0,94,2,2,0,false
