@relation openjpa_Train_R3-weka.filters.unsupervised.attribute.Remove-R2-3-weka.filters.unsupervised.attribute.StringToNominal-R1

@attribute release {0.9.6,0.9.0}
@attribute loc numeric
@attribute wmc numeric
@attribute assignmentsQty numeric
@attribute mathOperationsQty numeric
@attribute qtyTryCatch numeric
@attribute qtyReturn numeric
@attribute fanin numeric
@attribute fanout numeric
@attribute age numeric
@attribute nAuth numeric
@attribute nr numeric
@attribute nSmell numeric
@attribute buggy {false,true}

@data
0.9.6,1,1,0,0,0,0,0,0,185,2,5,0,false
0.9.0,212,81,61,2,0,56,12,55,45,2,8,14,false
0.9.6,3,1,0,1,0,1,0,0,185,2,3,1,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,3,1,0,0,0,1,0,0,45,3,6,0,false
0.9.6,4,1,0,0,0,0,0,0,185,1,1,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.0,3,1,0,0,0,0,0,1,0,1,4,0,false
0.9.6,4,3,0,0,0,2,0,2,185,2,3,0,true
0.9.6,3,1,0,0,0,0,0,0,185,1,1,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,2,0,false
0.9.0,23,7,5,0,1,2,0,0,45,2,8,1,false
0.9.0,4,2,2,0,0,0,0,0,37,2,6,0,false
0.9.6,4,1,0,0,0,0,0,0,185,1,1,1,false
0.9.0,3,1,0,0,0,1,0,1,37,2,3,0,false
0.9.0,1,1,0,0,0,0,0,0,45,3,6,0,false
0.9.0,3,1,0,0,0,1,0,0,45,1,7,0,false
0.9.0,3,1,0,0,0,1,2,0,45,2,6,0,false
0.9.0,23,8,0,0,2,2,0,7,45,3,11,2,false
0.9.6,3,1,0,0,0,1,1,1,185,2,4,0,false
0.9.6,4,2,0,1,0,1,0,0,94,1,1,0,false
0.9.6,3,1,0,0,0,1,4,0,185,3,9,0,false
0.9.6,3,1,0,0,0,1,0,0,185,1,2,0,false
0.9.6,3,1,1,0,0,0,2,0,185,1,1,0,false
0.9.0,2,1,0,0,0,0,1,0,45,1,4,0,false
0.9.0,5,2,0,0,0,2,0,3,45,3,11,0,false
0.9.0,3,1,0,0,0,1,0,0,45,3,11,0,false
0.9.0,3,1,0,0,0,0,0,1,37,2,4,0,false
0.9.0,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,8,3,2,0,0,0,0,2,0,1,5,0,false
0.9.6,3,1,1,0,0,0,0,0,185,1,2,0,false
0.9.6,3,1,0,0,0,1,0,0,94,2,2,0,false
0.9.0,3,1,1,0,0,0,0,0,0,1,8,0,false
0.9.6,3,1,0,0,0,1,0,0,185,2,5,0,false
0.9.6,4,2,0,0,0,2,1,0,185,4,19,0,true
0.9.6,8,5,4,0,0,3,3,2,168,1,1,2,false
0.9.6,3,1,0,0,0,1,0,0,185,2,4,0,false
0.9.0,4,1,0,0,0,0,0,1,45,4,9,0,false
0.9.0,3,1,0,0,0,1,0,0,37,1,2,0,false
0.9.0,4,2,0,0,0,2,0,1,45,3,8,0,false
0.9.0,3,1,0,0,0,1,3,0,45,2,4,0,false
0.9.0,3,4,0,0,0,0,1,2,45,3,11,0,false
0.9.6,47,11,13,2,1,0,1,16,185,4,19,9,true
0.9.6,3,1,0,0,0,0,0,0,168,3,5,0,false
0.9.0,10,3,1,0,1,0,2,1,45,2,9,1,false
0.9.6,3,1,0,0,0,1,0,4,185,2,3,0,true
0.9.0,3,2,0,0,0,1,3,1,0,1,5,0,false
0.9.6,3,1,0,0,0,1,0,1,185,1,2,0,false
0.9.0,3,1,0,0,0,1,0,0,45,2,7,0,false
0.9.0,3,1,1,0,0,0,1,0,45,1,4,0,false
0.9.6,7,4,1,0,0,1,2,0,94,2,2,0,false
0.9.0,3,1,0,0,0,0,0,0,45,2,4,0,false
0.9.0,13,5,0,0,1,1,0,4,45,3,11,0,false
0.9.6,3,1,0,0,0,1,3,2,185,2,3,0,true
0.9.6,3,2,0,0,0,1,0,0,185,2,4,0,false
0.9.6,3,2,0,0,0,1,71,0,185,2,2,0,true
0.9.0,6,1,1,0,0,0,0,1,0,1,6,0,false
0.9.6,3,1,0,0,0,1,0,1,168,1,2,0,false
0.9.6,4,2,0,0,0,1,1,5,185,3,10,0,false
0.9.0,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,4,0,false
0.9.6,3,1,0,0,0,0,0,0,168,1,1,0,false
0.9.0,3,1,0,0,0,1,1,0,37,2,4,0,false
0.9.0,3,1,0,0,0,1,0,2,45,2,4,2,false
0.9.0,3,1,0,0,0,1,0,0,45,3,7,0,false
0.9.6,3,1,0,0,0,0,0,0,168,3,5,0,false
0.9.6,3,1,0,0,0,1,0,0,168,1,2,0,false
0.9.6,15,3,4,0,0,0,4,2,185,4,16,0,false
0.9.0,4,1,1,0,0,0,0,1,45,3,11,0,false
0.9.0,7,6,1,0,0,1,1,11,45,3,8,4,false
0.9.6,19,7,3,0,0,5,2,4,185,4,19,1,true
0.9.6,3,1,0,0,0,0,0,1,168,1,1,0,false
0.9.0,4,2,1,0,0,1,3,1,37,2,4,0,false
0.9.0,4,1,0,0,0,1,0,0,45,2,6,0,false
0.9.0,3,1,0,0,0,1,1,0,37,2,4,0,false
0.9.6,3,1,0,0,0,0,0,0,185,2,4,0,false
0.9.6,15,6,4,0,1,2,1,0,185,1,1,0,false
0.9.6,5,2,1,0,0,1,6,1,168,1,3,0,false
0.9.6,3,1,0,0,0,0,0,1,185,2,4,0,false
0.9.6,3,1,0,0,0,0,0,0,168,3,5,0,false
0.9.0,4,1,0,0,0,0,0,1,0,1,8,0,false
0.9.6,6,2,3,0,0,0,4,5,185,4,14,1,true
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.0,3,1,0,0,0,0,0,0,45,3,7,0,false
0.9.6,9,1,0,0,1,1,0,4,185,4,19,0,true
0.9.0,3,1,0,0,0,1,0,1,45,2,5,0,false
0.9.6,3,1,0,0,0,1,0,0,185,2,3,0,true
0.9.6,3,1,0,0,0,0,0,1,168,3,5,0,false
0.9.6,7,3,2,1,0,2,4,0,185,3,9,0,false
0.9.0,9,2,0,0,1,1,0,2,45,3,11,0,false
0.9.0,8,1,2,0,0,1,0,3,37,2,3,6,false
0.9.0,3,1,0,0,0,1,1,1,0,1,4,1,false
0.9.0,3,1,0,0,0,0,0,1,0,1,4,0,false
0.9.6,3,1,0,0,0,1,0,0,168,2,2,0,false
0.9.6,3,1,0,0,0,1,1,3,185,2,3,0,true
0.9.6,3,1,0,0,0,1,0,0,185,4,13,0,true
0.9.6,3,1,0,0,0,0,0,0,185,1,1,0,false
0.9.6,62,17,18,7,0,0,1,3,185,1,1,12,false
0.9.0,4,3,0,0,0,2,0,3,37,2,2,0,false
0.9.6,3,1,0,0,0,1,0,0,168,2,7,0,false
0.9.0,3,1,0,0,0,1,38,0,45,3,10,0,false
0.9.0,3,1,0,0,0,0,0,1,37,2,3,0,false
0.9.0,3,1,0,0,0,0,0,1,45,2,4,0,false
0.9.6,3,1,0,0,0,1,4,0,94,1,1,0,false
0.9.0,3,1,0,0,0,1,0,0,45,2,5,0,false
0.9.6,3,1,0,0,0,1,0,0,185,1,1,0,false
0.9.0,4,3,1,0,0,1,1,0,45,2,7,0,false
0.9.0,14,3,2,0,0,0,2,4,37,2,5,1,false
0.9.0,16,4,1,0,0,0,1,0,37,2,3,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.6,4,1,0,0,0,0,1,1,185,2,2,0,false
0.9.0,3,2,0,0,0,1,0,0,45,1,7,0,false
0.9.6,3,1,0,0,0,1,0,0,185,2,4,0,false
0.9.0,3,1,0,0,0,1,7,1,45,3,10,0,false
0.9.6,9,4,1,0,0,3,1,0,185,4,16,0,false
0.9.6,8,2,0,0,1,1,0,2,185,2,2,1,true
0.9.0,12,2,6,1,0,0,0,2,37,2,3,0,false
0.9.0,1,1,0,0,0,0,1,0,0,1,4,0,false
0.9.0,4,2,2,0,0,0,0,0,45,3,10,0,false
0.9.6,16,5,1,0,1,1,1,6,185,4,14,0,true
0.9.6,3,1,0,0,0,1,0,0,185,1,1,0,false
0.9.6,3,1,0,0,0,1,0,0,168,2,7,0,false
0.9.0,5,2,2,0,0,1,1,4,45,2,8,1,false
0.9.6,3,1,1,0,0,0,1,0,185,1,1,0,false
0.9.6,6,1,2,0,0,1,1,0,185,1,1,2,false
0.9.0,3,1,0,0,0,1,0,0,45,2,5,0,false
0.9.6,3,1,0,0,0,0,0,0,185,2,5,0,false
0.9.0,3,1,1,0,0,0,0,0,37,2,2,0,false
0.9.6,16,5,1,0,1,1,1,6,185,4,14,0,true
0.9.6,15,7,1,0,0,0,0,2,168,3,5,0,false
0.9.6,3,1,0,0,0,1,0,0,185,1,1,0,false
0.9.0,3,1,1,0,0,0,0,0,45,3,7,0,false
0.9.6,3,1,0,0,0,1,0,0,185,1,2,0,false
0.9.6,2,1,0,0,0,0,0,0,168,1,2,0,false
0.9.6,3,2,0,0,0,1,0,0,185,4,16,0,false
0.9.6,3,1,1,0,0,0,2,0,185,1,1,0,false
0.9.6,3,1,0,0,0,1,4,0,185,4,19,0,true
0.9.0,3,1,0,0,0,0,0,0,0,1,5,0,false
0.9.0,3,1,0,0,0,1,1,0,37,2,3,0,false
0.9.6,2,1,0,0,0,0,0,0,168,2,3,0,false
0.9.6,3,1,0,0,0,0,0,0,185,1,1,0,false
0.9.0,1,1,0,0,0,0,0,0,45,3,8,0,false
0.9.0,1,1,0,0,0,0,2,0,45,2,4,0,false
0.9.6,3,1,0,0,0,1,0,0,94,1,2,0,false
0.9.0,1,1,0,0,0,0,1,0,45,3,8,0,false
0.9.0,11,1,3,0,1,0,0,1,45,4,9,0,false
0.9.6,3,1,0,0,0,1,0,0,185,4,13,1,true
0.9.6,3,1,0,0,0,0,0,0,185,2,4,0,false
0.9.6,3,1,0,0,0,1,1,0,168,1,2,0,false
0.9.0,1,1,0,0,0,0,12,0,45,3,8,0,false
0.9.0,3,1,0,0,0,0,0,0,37,2,2,0,false
0.9.0,4,1,0,0,0,0,0,2,45,3,13,0,false
0.9.0,7,3,2,0,0,2,3,2,0,1,8,0,false
0.9.6,3,1,0,0,0,1,1,0,185,2,4,0,false
0.9.6,44,13,4,3,0,1,1,0,185,1,1,4,false
0.9.6,4,2,0,0,0,1,0,1,185,3,10,0,false
0.9.0,6,3,3,0,0,2,1,1,45,1,5,0,false
0.9.6,1,1,0,0,0,0,1,0,185,1,2,0,false
0.9.0,3,1,0,0,0,1,0,0,45,2,5,0,false
0.9.6,8,4,3,0,0,1,0,0,168,3,4,0,false
0.9.6,5,3,1,0,0,0,0,0,168,1,1,0,false
0.9.6,8,7,0,0,0,6,2,3,185,4,13,0,true
0.9.6,4,2,2,0,0,0,1,0,185,2,4,0,false
0.9.0,42,13,18,0,0,0,1,8,37,1,2,15,false
0.9.6,3,1,0,0,0,0,0,0,185,1,1,0,false
0.9.6,3,1,0,0,0,1,0,2,185,2,2,0,false
0.9.0,3,1,1,0,0,0,0,0,37,2,3,0,false
0.9.6,3,1,0,0,0,1,0,1,168,2,2,0,false
0.9.0,1,1,0,0,0,0,2,0,45,2,5,0,false
0.9.6,1,1,0,0,0,0,0,0,185,2,2,0,false
0.9.6,3,1,0,0,0,1,0,0,168,1,1,0,false
0.9.0,20,9,7,0,0,3,0,9,37,2,3,7,false
0.9.0,14,7,6,0,0,1,5,3,37,2,3,0,false
0.9.0,8,4,2,0,0,2,1,1,45,3,11,0,false
0.9.0,3,1,0,0,0,0,1,1,45,3,5,0,false
0.9.6,3,1,0,0,0,1,7,0,185,2,2,0,false
0.9.6,15,8,6,0,0,4,4,2,168,1,2,2,false
0.9.6,4,2,0,0,0,2,0,0,94,2,2,0,false
0.9.6,13,5,3,0,0,3,1,9,185,1,2,6,true
0.9.0,3,1,0,0,0,0,0,1,37,2,4,0,false
0.9.0,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,3,1,0,0,0,1,2,0,45,2,5,0,false
0.9.0,20,12,3,0,0,1,20,6,45,3,10,1,false
0.9.6,3,1,0,0,0,0,3,0,185,2,4,0,false
0.9.6,3,1,0,0,0,1,0,0,168,3,5,0,false
0.9.0,3,1,0,0,0,1,0,0,45,1,4,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,5,0,false
0.9.0,4,2,0,0,0,1,2,2,45,2,8,0,false
0.9.6,10,7,8,0,0,2,10,0,185,3,9,2,false
0.9.0,5,3,1,0,0,2,0,1,45,3,5,1,false
0.9.0,3,1,1,0,0,0,0,0,45,2,5,0,false
0.9.0,3,2,0,0,0,1,1,1,0,1,7,0,false
0.9.6,3,1,0,0,0,1,1,0,185,2,5,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.0,4,1,0,0,0,0,0,1,0,1,8,0,false
0.9.0,4,3,0,0,0,2,2,1,37,3,9,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.0,3,1,1,0,0,0,0,0,37,2,3,0,false
0.9.0,3,1,0,0,0,1,23,1,45,3,10,0,false
0.9.6,3,1,0,0,0,1,0,0,185,2,3,0,true
0.9.6,3,1,0,0,0,1,0,0,185,2,3,0,true
0.9.0,3,1,0,0,0,1,0,0,37,2,4,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,6,0,false
0.9.0,11,5,5,0,0,1,1,4,37,3,3,4,false
0.9.6,3,1,0,0,0,0,0,0,185,2,5,0,false
0.9.0,8,4,3,0,0,0,0,2,37,2,2,3,false
0.9.0,4,1,0,0,0,0,0,1,0,1,8,0,false
0.9.0,3,1,0,0,0,0,0,0,45,1,4,0,false
0.9.6,3,1,0,0,0,0,0,1,168,2,3,0,false
0.9.6,18,4,5,0,1,3,2,2,168,2,5,3,false
0.9.6,12,4,3,0,1,1,0,10,185,2,3,3,true
0.9.6,3,1,0,0,0,0,0,0,185,2,4,0,false
0.9.0,14,8,0,0,0,2,1,0,45,2,10,0,false
0.9.6,3,1,0,0,0,1,0,3,185,2,3,0,true
0.9.6,1,1,0,0,0,0,1,0,168,1,1,0,true
0.9.0,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,3,1,0,0,0,1,1,0,37,3,3,0,false
0.9.0,3,1,0,0,0,0,1,0,45,2,6,0,false
0.9.0,1,1,0,0,0,0,0,0,45,1,4,0,false
0.9.6,4,4,0,0,0,2,0,0,168,1,1,0,true
0.9.6,9,6,3,0,0,2,11,2,168,1,1,1,false
0.9.0,3,2,0,0,0,1,0,0,45,3,13,0,false
0.9.6,3,1,0,0,0,0,0,0,185,2,5,0,false
0.9.6,3,1,0,0,0,1,0,0,168,2,3,0,false
0.9.6,11,2,1,0,1,0,0,2,185,2,4,0,false
0.9.6,6,1,1,0,0,1,1,3,185,3,6,2,true
0.9.6,3,1,0,0,0,1,0,0,0,1,1,0,false
0.9.0,11,5,0,0,0,3,0,0,45,1,3,0,false
0.9.6,6,1,0,0,0,0,1,2,185,1,2,0,false
0.9.0,1,1,0,0,0,0,0,0,45,2,5,0,false
0.9.6,32,32,6,0,1,7,1,5,185,4,16,2,false
0.9.0,8,2,2,0,0,0,2,6,45,3,13,0,false
0.9.0,8,1,2,0,0,1,1,1,45,2,6,3,false
0.9.6,6,3,1,0,0,0,0,1,168,1,1,3,false
0.9.6,3,1,0,0,0,1,0,0,185,1,1,0,false
0.9.6,3,2,0,0,0,0,0,1,94,2,2,0,false
0.9.6,5,3,2,1,0,1,0,0,185,4,16,0,false
0.9.6,3,1,0,0,0,1,9,0,185,4,14,0,true
0.9.6,4,1,0,0,0,1,0,0,94,1,2,0,false
0.9.6,4,2,1,0,0,1,1,0,94,1,1,0,false
0.9.0,1,1,0,0,0,0,0,0,45,3,8,0,false
0.9.6,3,1,0,0,0,1,0,1,185,3,10,0,false
0.9.6,4,2,1,0,0,0,2,1,185,2,5,0,false
0.9.0,4,1,0,0,0,0,0,2,45,3,13,0,false
0.9.6,3,1,0,0,0,0,0,0,185,2,4,0,false
0.9.0,14,9,2,0,0,0,0,1,45,2,6,1,false
0.9.0,3,1,0,0,0,1,0,1,45,1,4,0,false
0.9.6,3,1,0,0,0,1,0,0,185,4,19,0,true
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.6,3,2,0,0,0,1,0,0,168,1,1,0,false
0.9.6,3,1,0,0,0,1,5,0,185,2,2,0,false
0.9.0,4,1,2,0,0,0,0,0,37,2,6,0,false
0.9.6,4,1,0,0,0,1,0,0,185,1,3,0,false
0.9.0,30,15,15,1,0,4,3,8,37,2,6,0,false
0.9.0,9,3,0,0,1,1,0,2,45,2,5,1,false
0.9.6,3,1,0,0,0,1,0,0,185,1,3,0,false
0.9.6,5,1,2,0,0,0,0,0,168,1,1,0,false
0.9.6,3,1,0,0,0,1,0,0,168,1,2,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,6,0,false
0.9.6,4,2,0,0,0,0,0,2,185,4,19,0,true
0.9.0,3,1,0,0,0,1,0,0,45,3,11,0,false
0.9.6,3,1,0,0,0,1,5,1,185,1,3,1,true
0.9.6,3,1,0,0,0,1,0,0,185,2,4,0,false
0.9.6,9,3,0,0,1,0,1,3,185,4,19,0,true
0.9.6,5,1,2,0,0,0,0,0,185,2,2,1,true
0.9.0,3,1,0,0,0,1,0,0,45,3,13,0,false
0.9.0,3,1,1,0,0,0,0,0,37,2,3,0,false
0.9.6,3,1,0,0,0,1,0,0,168,2,7,0,false
0.9.0,3,1,0,0,0,1,0,0,45,2,4,0,false
0.9.0,10,3,6,0,0,1,1,6,45,2,8,2,false
0.9.6,3,1,0,0,0,0,1,1,185,2,4,0,false
0.9.0,3,1,0,0,0,0,0,2,0,1,6,0,false
0.9.6,3,1,0,0,0,0,0,0,185,4,19,0,true
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.6,7,6,3,0,0,2,4,3,185,4,14,1,true
0.9.0,3,1,0,0,0,0,0,3,45,2,7,0,false
0.9.6,3,1,0,0,0,1,2,0,185,1,2,0,false
0.9.6,3,1,0,0,0,1,2,0,185,2,2,0,true
0.9.0,3,1,0,0,0,1,0,1,45,2,7,0,false
0.9.0,1,1,0,0,0,0,1,0,45,1,4,0,false
0.9.6,5,3,0,0,0,0,0,0,168,1,1,0,false
0.9.6,3,1,0,0,0,0,0,0,185,2,4,0,false
0.9.0,3,1,0,0,0,1,0,1,45,2,7,0,false
0.9.0,24,10,5,0,1,3,1,3,45,2,6,7,false
0.9.6,33,10,3,1,0,0,1,2,185,1,1,39,false
0.9.6,3,1,0,0,0,1,0,0,185,1,1,0,false
0.9.0,3,1,0,0,0,1,0,2,45,1,5,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,4,0,false
0.9.6,3,1,0,0,0,0,0,1,168,1,1,0,false
0.9.6,3,1,0,0,0,1,5,0,185,4,14,0,true
0.9.6,3,1,0,0,0,1,0,0,185,2,5,0,false
0.9.6,3,1,0,0,0,1,1,1,168,2,3,0,false
0.9.0,1,1,0,0,0,0,2,0,45,1,4,0,false
0.9.6,15,2,2,0,1,1,0,4,94,1,1,0,false
0.9.6,14,7,1,0,0,1,1,4,168,1,1,0,false
0.9.0,3,1,1,0,0,0,0,0,37,2,3,0,false
0.9.6,1,1,0,0,0,0,0,0,185,2,5,0,false
0.9.6,3,1,0,0,0,1,1,1,185,2,3,0,true
0.9.6,7,7,0,0,0,4,0,0,168,2,3,0,false
0.9.6,3,1,1,0,0,0,2,3,185,3,6,0,true
0.9.6,3,1,0,0,0,1,0,0,168,1,1,0,false
0.9.0,5,5,1,0,0,0,2,4,45,3,11,0,false
0.9.0,2,1,0,0,0,0,0,0,37,2,4,0,false
0.9.6,3,1,0,0,0,1,0,0,185,2,5,0,false
0.9.0,13,6,5,0,0,2,4,3,45,3,8,0,false
0.9.0,4,1,0,0,0,1,0,0,45,2,5,0,false
0.9.6,3,1,0,0,0,1,0,1,185,1,1,0,false
0.9.0,1,1,0,0,0,0,0,0,45,3,6,0,false
0.9.0,16,1,3,0,0,0,1,1,45,4,8,14,false
0.9.6,3,1,0,0,0,1,0,1,185,2,2,0,true
0.9.6,3,1,0,0,0,0,1,3,185,2,2,0,true
0.9.0,4,1,2,0,0,0,0,0,37,2,2,0,false
0.9.6,4,1,2,0,0,0,1,0,185,2,5,0,false
0.9.6,3,1,1,0,0,0,2,0,168,1,1,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,6,0,false
0.9.6,3,1,0,0,0,0,0,0,94,1,1,0,false
0.9.0,43,19,11,0,0,5,35,7,45,3,8,3,false
0.9.6,3,1,0,0,0,1,0,0,185,3,5,0,true
0.9.6,3,1,1,0,0,0,0,0,168,1,2,0,false
0.9.0,16,1,3,0,0,0,1,0,45,1,3,15,false
0.9.6,3,1,1,0,0,0,1,0,168,1,1,0,false
0.9.6,2,1,0,0,0,0,1,0,185,3,6,0,true
0.9.6,3,1,0,0,0,1,0,0,168,2,3,0,false
0.9.0,3,2,0,0,0,1,0,0,0,1,5,0,false
0.9.0,11,4,2,0,1,1,0,1,45,2,5,0,false
0.9.6,3,1,0,0,0,1,0,0,185,1,1,0,false
0.9.0,25,13,11,2,0,0,1,2,37,2,3,11,false
0.9.0,9,2,0,0,1,1,0,2,45,3,7,1,false
0.9.0,14,5,1,0,1,0,1,0,45,1,5,0,false
0.9.0,3,1,0,0,0,1,0,1,45,2,6,0,false
0.9.0,3,1,0,0,0,0,0,1,45,2,7,0,false
0.9.6,4,1,2,0,0,0,1,0,33,3,5,0,false
0.9.0,3,1,0,0,0,1,1,3,45,1,5,0,false
0.9.6,3,1,0,0,0,1,0,0,94,1,1,0,false
0.9.6,3,1,0,0,0,1,0,1,168,3,4,0,false
0.9.0,5,3,0,0,0,1,2,1,45,4,9,0,false
0.9.6,3,1,0,0,0,0,1,1,168,2,7,0,false
0.9.0,3,1,0,0,0,1,0,1,45,2,5,0,false
0.9.0,7,2,1,0,0,1,1,0,37,3,6,0,false
0.9.0,3,1,0,0,0,1,0,0,0,2,9,0,false
0.9.0,3,1,0,0,0,1,1,1,45,3,10,0,false
0.9.6,3,1,1,0,0,0,0,0,168,1,1,0,false
0.9.6,3,1,0,0,0,1,0,0,185,2,4,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,2,0,false
0.9.0,5,4,1,0,0,2,0,0,27,1,2,0,false
0.9.6,3,2,0,0,0,1,7,0,185,4,7,0,false
0.9.6,23,5,0,0,2,2,0,5,185,4,19,1,true
0.9.6,3,1,1,0,0,0,3,0,185,2,2,0,false
0.9.0,3,1,0,0,0,1,1,1,45,3,5,0,false
0.9.6,4,1,0,0,0,0,0,1,94,1,1,0,false
0.9.6,3,1,0,0,0,1,0,0,94,1,1,0,false
0.9.6,3,1,0,0,0,1,1,0,78,2,2,0,false
0.9.0,3,1,0,0,0,1,5,0,45,3,8,0,false
0.9.0,12,4,4,0,0,2,1,3,37,2,3,4,false
0.9.0,1,1,0,0,0,0,3,0,45,1,4,0,false
0.9.6,3,1,0,0,0,1,0,0,185,1,1,0,false
0.9.0,3,1,0,0,0,0,0,4,45,2,7,0,false
0.9.6,3,1,0,0,0,0,0,0,185,2,4,0,false
0.9.0,3,1,1,0,0,0,0,0,37,2,2,0,false
0.9.0,28,7,3,2,0,1,1,0,0,1,8,0,false
0.9.0,3,1,0,0,0,1,1,0,45,3,10,0,false
0.9.6,4,4,0,0,0,2,1,1,185,3,9,1,false
0.9.6,3,1,0,0,0,0,8,0,185,3,6,0,true
0.9.6,3,1,0,0,0,0,0,0,185,1,1,0,false
0.9.0,3,1,0,0,0,0,0,0,45,1,5,0,false
0.9.6,3,1,0,0,0,1,0,0,185,1,1,0,false
0.9.6,7,3,2,0,0,1,0,0,168,3,6,2,false
0.9.6,3,1,0,0,0,0,0,0,185,1,1,0,false
0.9.0,12,7,4,0,0,3,1,1,37,2,6,0,false
0.9.6,4,1,0,0,0,0,0,2,185,3,10,0,false
0.9.0,15,5,4,0,0,1,1,11,45,2,6,4,false
0.9.6,27,18,1,0,0,7,2,2,185,2,2,1,true
0.9.0,3,4,0,0,0,0,0,2,0,2,9,0,false
0.9.0,3,1,1,0,0,0,0,0,37,2,3,0,false
0.9.0,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,3,1,0,0,0,1,0,0,37,3,6,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,2,0,false
0.9.0,16,3,2,0,1,0,1,8,45,3,13,1,false
0.9.6,1,1,0,0,0,0,0,0,185,2,5,0,false
0.9.6,5,3,2,0,0,2,4,0,168,1,2,0,false
0.9.0,4,1,0,0,0,1,5,0,45,2,7,0,false
0.9.0,3,1,1,0,0,0,24,0,0,1,5,0,false
0.9.0,2,1,0,0,0,0,0,0,45,2,5,0,false
0.9.6,18,7,8,0,1,2,2,2,168,2,5,4,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,5,3,2,0,0,2,0,0,45,3,13,0,false
0.9.6,33,16,7,0,1,0,3,11,185,4,19,5,true
0.9.6,3,1,0,0,0,1,0,1,168,2,2,0,false
0.9.0,1,1,0,0,0,0,1,0,45,1,4,0,false
0.9.0,3,1,0,0,0,1,0,0,37,2,3,0,false
0.9.0,3,1,1,0,0,0,0,0,45,2,7,0,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,4,2,2,0,0,0,1,0,37,1,2,0,false
0.9.0,3,1,0,0,0,1,0,0,45,1,7,0,false
0.9.0,3,1,0,0,0,1,1,0,37,3,9,0,false
0.9.6,3,1,0,0,0,1,0,0,185,1,3,0,false
0.9.6,3,1,0,0,0,1,0,0,185,1,1,0,false
0.9.0,14,6,3,0,0,0,2,4,45,2,6,2,false
0.9.0,3,1,0,0,0,1,0,1,45,2,7,0,false
0.9.6,4,2,0,0,0,1,0,2,168,3,4,0,false
0.9.6,4,3,1,0,0,0,1,1,94,2,2,0,false
0.9.6,1,1,0,0,0,0,0,0,185,2,4,0,false
0.9.6,3,1,0,0,0,0,0,1,168,3,5,0,false
0.9.0,28,1,0,0,0,1,1,0,45,1,5,1,false
0.9.0,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,3,1,0,0,0,1,0,0,37,3,6,0,false
0.9.0,3,1,0,0,0,1,3,0,37,2,4,0,false
0.9.6,3,3,0,0,0,0,2,3,185,4,14,0,true
0.9.0,3,1,0,0,0,1,0,0,37,2,4,0,false
0.9.6,4,2,0,0,0,1,0,2,185,3,10,0,false
0.9.6,1,1,0,0,0,0,0,0,185,2,4,0,false
0.9.0,10,5,2,0,0,3,2,2,0,1,5,0,false
0.9.0,3,1,0,0,0,0,1,0,45,2,6,0,false
0.9.0,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.0,1,1,0,0,0,0,1,0,37,2,3,0,false
0.9.0,3,1,1,0,0,0,0,0,37,2,2,0,false
0.9.0,3,1,0,0,0,1,1,0,45,2,6,0,false
0.9.0,3,1,0,0,0,1,3,0,0,1,8,0,false
0.9.6,3,1,0,0,0,0,1,3,185,2,3,0,true
0.9.6,8,2,0,0,1,0,0,2,185,2,2,1,true
0.9.0,3,1,0,0,0,0,0,0,45,2,6,0,false
0.9.0,19,5,4,0,1,0,6,10,45,3,13,0,false
0.9.6,3,2,1,0,0,0,0,0,185,4,13,0,true
0.9.6,3,2,0,0,0,0,0,1,94,2,2,0,false
0.9.0,3,1,0,0,0,0,0,1,37,2,6,0,false
0.9.6,16,3,5,0,0,0,0,11,168,1,1,5,false
0.9.6,9,3,4,0,0,0,0,0,185,1,1,0,false
0.9.6,3,1,1,0,0,0,0,0,168,2,3,0,false
0.9.6,7,3,1,0,0,1,2,0,185,1,1,0,false
