Classifier,feature selection,sampling,cost sensitive,feature selection id,precision,recall,auc,kappa
mlp,false,false,true,,0.32846168619166505,0.989127291654618,0.6322263333843015,0.16073146392512813
mlp,false,false,true,,0.3367328681338343,0.9954320334663653,0.6164800406673637,0.14580728243518284
mlp,false,false,true,,0.39472542008556727,0.9183055248353128,0.6853588207572225,0.26379755075446154
rf,false,false,false,,0.0,0.0,0.0,0.0
rf,false,false,true,,0.0,0.0,0.0,0.0
rf,false,false,false,,0.983358547655068,0.4170230966638152,0.6824619236861197,0.5462583627982572
rf,false,false,false,,0.8985270049099836,0.929076923076923,0.970899337789194,0.8971332138606064
rf,false,false,false,,0.9803208556149733,0.7448399154883797,0.8691026080727383,0.8204157377163812
rf,false,false,false,,0.9876141817618826,0.7690174804098855,0.912807474115983,0.8389741868414541
rf,false,false,true,,0.8055667607906414,0.4270744225834046,0.7047364517240716,0.508540918453405
rf,false,false,false,,0.9229032622192122,0.7028885832187071,0.8696220770018959,0.746959976281738
rf,false,false,true,,0.8130336295521868,0.7583292702746628,0.8615247324609323,0.7429883368128596
rf,false,false,true,,0.7209384164222874,0.9455384615384615,0.9387037058250759,0.7786906733189899
rf,false,false,true,,0.8353939393939394,0.8308619650391802,0.8971483147040862,0.7959734631249143
rf,false,false,true,,0.37464219565583434,0.47583404619332764,0.6701037014489863,0.30594454635634705
rf,false,false,true,,0.7168330347239996,0.7223177441540578,0.8177426043848017,0.6337983968803403
rf,false,false,true,,0.7084661707403471,0.42771599657827203,0.6988309752099657,0.4758462547064664
rf,false,false,true,,0.49947145877378435,0.7679180887372014,0.8061166033874736,0.5041594286678988
rf,false,false,true,,0.41789141668344404,0.958,0.8547947190560742,0.46501954691163067
rf,false,false,false,,0.9860248447204969,0.889009877887532,0.9596107754346853,0.9149587700092775
rf,false,false,true,,0.7025202520252025,0.7610921501706485,0.8479459567187825,0.6734959076149704
rf,false,false,true,,0.4775124175001701,0.8460518384569018,0.8196440295706787,0.49187151196284873
rf,false,false,true,,0.5988920206045291,0.948,0.9149044046050747,0.6707119972952323
rf,false,false,true,,0.8114697326499515,0.9112545694952167,0.9206014206819316,0.8079630851575156
rf,false,false,true,,0.5003399403796872,0.8224724896836314,0.7862591368178511,0.4677631356733475
rf,false,false,false,,0.9298000588062335,0.8704837932695616,0.9396282448976353,0.8680765825358899
rf,false,false,true,,0.7223984771573604,0.8235081374321881,0.8764138603098365,0.7140197155371261
rf,false,false,false,,0.9818668864619823,0.8267306691342317,0.9246797782714333,0.8651127627945155
rf,false,false,true,,0.6397226934139686,0.7457015130674003,0.8089494405721064,0.5842327564110334
rf,false,false,true,,0.6735250244328995,0.9011079760512009,0.8801881343670639,0.6822488467353202
rf,false,false,false,,0.9684659090909091,0.8195893638505554,0.9253766918046584,0.8490956885791437
rf,false,false,true,,0.7842846553002224,0.8566306170840322,0.8860994418421901,0.7500029602159219
rf,false,false,true,,0.5712252064154882,0.9362992922143579,0.8518771598112734,0.5797848858050088
rf,false,false,true,,0.7589339533281667,0.8475741693513488,0.87144041302272,0.7172821578747279
rf,false,false,true,,0.7216658524670249,0.9191879909776776,0.9009430445662251,0.7346171227326374
rf,false,false,true,,0.48422202001819836,0.9155598375886037,0.8006734886390912,0.4619033163170978
rf,false,false,true,,0.5956610169491525,0.9069575390544353,0.8542991686402998,0.6019800121670129
rf,false,false,true,,0.5613938862074009,0.8879185703545197,0.8196639191820679,0.5387884417592187
rf,false,false,true,,0.7067262017860536,0.8604476317159215,0.8662471931272968,0.6847127207631475
rf,false,false,true,,0.5844147602880985,0.8856565850843872,0.820371299273682,0.5535548828773652
rf,false,false,true,,0.68910587784798,0.8653171130451507,0.8567516754455372,0.6617937901502342
sgd,false,false,false,,0.0,0.0,0.0,0.0
sgd,false,false,true,,0.0,0.0,0.0,0.0
sgd,false,false,false,,NaN,0.0,0.5,0.0
sgd,false,false,false,,NaN,0.0,0.5,0.0
sgd,false,false,false,,NaN,0.0,0.5,0.0
sgd,false,false,false,,NaN,0.0,0.5,0.0
sgd,false,false,true,,NaN,0.0,0.5,0.0
sgd,false,false,false,,NaN,0.0,0.5,0.0
sgd,false,false,true,,NaN,0.0,0.5,0.0
sgd,false,false,true,,NaN,0.0,0.5,0.0
sgd,false,false,true,,NaN,0.0,0.5,0.0
sgd,false,false,true,,0.2967398536260812,0.6676646706586826,0.6987351983150264,0.2617904186575919
sgd,false,false,true,,NaN,0.0,0.5,0.0
sgd,false,false,true,,0.2926088122262937,0.7001710863986313,0.7055668461499438,0.2606221287762334
sgd,false,false,true,,0.3719269703543022,0.6687794571753616,0.7201495760263603,0.33398053187722015
sgd,false,false,true,,0.3472474289171204,0.6181538461538462,0.7009235351394696,0.3050156113032642
sgd,false,false,false,,NaN,0.0,0.5,0.0
sgd,false,false,true,,0.3705987488829312,0.6739801722736877,0.7212045926141241,0.3335148340636959
sgd,false,false,true,,0.3960314857330272,0.5822784810126582,0.6919712499842364,0.3246534065558417
sgd,false,false,true,,0.3501277195454946,0.6115384615384616,0.7001217137293086,0.306978386157842
sgd,false,false,true,,NaN,0.0,0.5,0.0
sgd,false,false,true,,0.47294117647058825,0.501117606602476,0.6655837882579394,0.32444402820352813
sgd,false,false,false,,0.5686274509803921,0.0019957332599270525,0.5007539641909391,0.0022768502734868364
sgd,false,false,true,,0.39933712925979437,0.5664858348402653,0.6880868819856837,0.3235793719331177
sgd,false,false,false,,0.7047619047619048,0.16262795674050085,0.5691072304634279,0.18350143618264342
