release,class,method,path,loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean/java.java,getTotalFreeSpace/0,org.apache.bookkeeper.bookie.Bookie.getTotalFreeSpace/0,3,1,0,0,0,1,0,1,550,0,0,1,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager/java.java,verifyDigestAndReturnLastConfirmed/1[org.apache.bookkeeper.proto.checksum.ByteBuf],org.apache.bookkeeper.proto.checksum.DigestManager.verifyDigestAndReturnLastConfirmed/1[org.apache.bookkeeper.proto.checksum.ByteBuf],8,1,2,0,0,1,0,2,482,0,0,0,false
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration/java.java,getBookieRecoveryDigestType/0,org.apache.bookkeeper.conf.ClientConfiguration.getBookieRecoveryDigestType/0,3,1,0,0,0,1,0,0,441,1,4,1,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal/java.java,"scanJournal/3[long,long,org.apache.bookkeeper.bookie.Journal.JournalScanner]","org.apache.bookkeeper.bookie.Journal.scanJournal/3[long,long,org.apache.bookkeeper.bookie.Journal.JournalScanner]",63,13,11,2,1,1,3,10,398,0,0,14,false
4.2.0,org/apache/bookkeeper/util/collections/ConcurrentLongLongHashMap$Section.java,rehash/1[int],org.apache.bookkeeper.util.collections.ConcurrentLongLongHashMap.Section.rehash/1[int],16,4,10,4,0,0,7,1,-1,-1,0,0,false
4.2.0,org/apache/bookkeeper/proto/BookieClientImpl.java,"readEntry/7[org.apache.bookkeeper.proto.BookieId,long,long,org.apache.bookkeeper.proto.ReadEntryCallback,java.lang.Object,int,byte[]]","org.apache.bookkeeper.proto.BookieClientImpl.readEntry/7[org.apache.bookkeeper.proto.BookieId,long,long,org.apache.bookkeeper.proto.ReadEntryCallback,java.lang.Object,int,byte[]]",3,1,0,0,0,0,1,1,-1,-1,0,0,false
4.2.0,org/apache/bookkeeper/client/TopologyAwareEnsemblePlacementPolicy$RRTopologyAwareCoverageEnsemble.java,addNode/1[org.apache.bookkeeper.client.BookieNode],org.apache.bookkeeper.client.TopologyAwareEnsemblePlacementPolicy.RRTopologyAwareCoverageEnsemble.addNode/1[org.apache.bookkeeper.client.BookieNode],29,9,7,4,0,2,0,3,-1,-1,0,0,false
4.2.0,org/apache/bookkeeper/bookie/SortedLedgerStorage.java,"setMasterKey/2[long,byte[]]","org.apache.bookkeeper.bookie.SortedLedgerStorage.setMasterKey/2[long,byte[]]",3,1,0,0,0,0,0,1,-1,-1,0,0,false
4.2.0,org/apache/bookkeeper/stats/StatsLoggerBenchmark.java,recordLatency/1[org.apache.bookkeeper.stats.StatsLoggerBenchmark.LoggerState],org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency/1[org.apache.bookkeeper.stats.StatsLoggerBenchmark.LoggerState],3,1,0,1,0,0,0,0,-1,-1,0,1,false
4.2.0,org/apache/bookkeeper/statelib/impl/mvcc/MVCCRecordCoder.java,of/0,org.apache.bookkeeper.statelib.impl.mvcc.MVCCRecordCoder.of/0,3,1,0,0,0,1,0,0,-1,-1,0,0,false
