Classifier,feature selection,sampling,cost sensitive,precision,recall,auc,kappa
sgd,false,true,false,0.8473309608540925,0.550571151089118,0.6677020666670387,0.27840998835993525
sgd,false,true,false,0.8027658873888706,0.5646132468735525,0.617171537974545,0.1945047279115054
sgd,false,true,false,0.856885593220339,0.5834745915533596,0.6827241431905424,0.30520208668519333
sgd,false,true,false,0.7985034013605442,0.578131669676572,0.6442011462174839,0.2538627829384564
rf,false,true,false,0.0,0.0,0.0,0.0
rf,false,true,false,0.0,0.0,0.0,0.0
rf,false,true,false,0.0,0.0,0.0,0.0
rf,false,true,false,0.0,0.0,0.0,0.0
rf,false,true,false,0.0,0.0,0.0,0.0
rf,false,true,false,0.0,0.0,0.0,0.0
rf,false,true,false,0.0,0.0,0.0,0.0
rf,false,true,false,0.0,0.0,0.0,0.0
rf,false,true,false,0.0,0.0,0.0,0.0
rf,false,true,false,0.0,0.0,0.0,0.0
mlp,false,false,false,0.8871127769815896,0.6906110538963268,0.7304323353440243,0.31641656541686086
mlp,false,false,false,0.9452289259734703,0.561229674796748,0.8048741268182282,0.2660788480446573
mlp,false,false,false,0.9233663366336634,0.49535241939767355,0.7392007720352286,0.1460305713266773
mlp,false,false,false,0.9669677767291358,0.6713784226538732,0.7732508229933758,0.3399724806269714
mlp,false,false,false,0.8398939952168574,0.6402562207440257,0.7203782963002272,0.2661886400035392
mlp,false,false,false,0.850874570189864,0.5263815028901734,0.7103810013988967,0.23330712643093687
mlp,false,false,false,0.839033828485832,0.6216991166813116,0.7743548101366468,0.315264246407388
mlp,false,false,false,0.7736850930635515,0.5342751273737841,0.6143656389990885,0.1336415934230003
mlp,false,false,false,0.9111405038177118,0.5465791466801313,0.7525340520001427,0.3425304515394895
mlp,false,false,false,0.8194524559613081,0.6064028895091118,0.6840495523362466,0.3023138402190806
sgd,false,false,false,0.9277525993068515,0.5973223480947477,0.7212326026188024,0.3127457389761065
sgd,false,false,false,0.9606167253226077,0.3640752032520325,0.6519325542265799,0.15647028314386044
sgd,false,false,false,0.9128778862175673,0.611090455197323,0.6564819639548928,0.18632478256747145
sgd,false,false,false,0.9445158182110165,0.5505733676573835,0.6925123666269668,0.20712511657690255
sgd,false,false,false,0.8616071428571429,0.5610741561961075,0.6615854651948279,0.25130122754554796
sgd,false,false,false,0.8600844772967265,0.5273063583815029,0.6577741837569615,0.2457327751923128
sgd,false,false,false,0.8206958073148974,0.6382093141562225,0.6678858788656526,0.297151130750401
sgd,false,false,false,0.789902807775378,0.5646518449899645,0.6035444485012311,0.17302420096912946
sgd,false,false,false,0.8594514139910695,0.5831139322681862,0.6848838442104266,0.3084186087047233
sgd,false,false,false,0.792182611377958,0.5902807420784765,0.6413744760278264,0.2511878810627901
