release,class,method,path,loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
0.9.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingResultSet.java,getFloat/1[int],org.apache.openjpa.lib.jdbc.DelegatingResultSet.getFloat/1[int],3,1,0,0,0,1,0,0,243,1,1,0,false
0.9.0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAEntityManagerFactory.java,"transactional/2[java.lang.Object,boolean]","org.apache.openjpa.persistence.OpenJPAEntityManager.transactional/2[java.lang.Object,boolean]",1,1,0,0,0,0,0,0,334,1,1,0,false
0.9.6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/ant/ReverseMappingToolTask.java,setForeignKeyJavaType/1[org.apache.openjpa.jdbc.meta.ForeignKey],org.apache.openjpa.jdbc.meta.ReverseMappingTool.setForeignKeyJavaType/1[org.apache.openjpa.jdbc.meta.ForeignKey],6,4,3,0,0,1,1,2,317,1,1,0,false
0.9.6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ClassMapping.java,syncMappingInfo/0,org.apache.openjpa.jdbc.meta.ClassMapping.syncMappingInfo/0,8,3,2,0,0,0,0,1,317,2,3,0,false
0.9.6,openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitEventManager.java,getPayloadType/0,org.apache.openjpa.event.RemoteCommitEvent.getPayloadType/0,3,1,0,0,0,1,0,0,334,1,1,0,false
0.9.6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionaryFactory.java,getAddColumnSQL/1[org.apache.openjpa.jdbc.schema.Column],org.apache.openjpa.jdbc.sql.DBDictionary.getAddColumnSQL/1[org.apache.openjpa.jdbc.schema.Column],6,3,1,1,0,3,1,3,317,2,2,0,false
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/Location.java,setLocator/1[org.xml.sax.Locator],org.apache.openjpa.lib.xml.Location.setLocator/1[org.xml.sax.Locator],3,1,1,0,0,0,1,0,243,1,1,0,false
0.9.6,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/MetaDataParsers.java,"validateMethodsForSameCallback/6[java.lang.Class,java.util.Collection<org.apache.openjpa.persistence.LifecycleCallbacks>,java.lang.reflect.Method,org.apache.openjpa.persistence.MetaDataTag,org.apache.openjpa.persistence.MetaDataDefaults,org.apache.openjpa.persistence.Log]","org.apache.openjpa.persistence.MetaDataParsers.validateMethodsForSameCallback/6[java.lang.Class,java.util.Collection<org.apache.openjpa.persistence.LifecycleCallbacks>,java.lang.reflect.Method,org.apache.openjpa.persistence.MetaDataTag,org.apache.openjpa.persistence.MetaDataDefaults,org.apache.openjpa.persistence.Log]",12,8,3,0,0,1,1,2,262,1,1,2,false
0.9.6,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,"addDeclaredField/2[java.lang.String,java.lang.Class]","org.apache.openjpa.meta.ClassMetaData.addDeclaredField/2[java.lang.String,java.lang.Class]",6,1,1,0,0,1,3,2,334,3,7,0,false
0.9.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingCallableStatement.java,equals/1[java.lang.Object],org.apache.openjpa.lib.jdbc.DelegatingCallableStatement.equals/1[java.lang.Object],5,3,1,0,0,2,0,1,243,1,1,0,false
0.9.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DataSourceLogs.java,"log/4[java.lang.String,java.sql.Connection,org.apache.openjpa.lib.log.Log,long]","org.apache.openjpa.lib.jdbc.DataSourceLogs.log/4[java.lang.String,java.sql.Connection,org.apache.openjpa.lib.log.Log,long]",12,6,3,2,0,1,3,2,243,1,1,1,false
0.9.6,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryImpl.java,removeAggregateListener/1[org.apache.openjpa.persistence.AggregateListener],org.apache.openjpa.persistence.QueryImpl.removeAggregateListener/1[org.apache.openjpa.persistence.AggregateListener],4,1,0,0,0,1,0,1,334,5,11,0,false
0.9.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/HollowState.java,"beforeNontransactionalWrite/3[org.apache.openjpa.kernel.StateManagerImpl,int,boolean]","org.apache.openjpa.kernel.HollowState.beforeNontransactionalWrite/3[org.apache.openjpa.kernel.StateManagerImpl,int,boolean]",3,1,0,0,0,1,0,0,334,1,1,0,false
0.9.6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaGenerator.java,"generateTables/4[java.lang.String,java.lang.String,java.sql.Connection,java.sql.DatabaseMetaData]","org.apache.openjpa.jdbc.schema.SchemaGenerator.generateTables/4[java.lang.String,java.lang.String,java.sql.Connection,java.sql.DatabaseMetaData]",39,24,14,0,0,1,2,12,317,2,2,2,false
0.9.6,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryImpl.java,"getDataStoreActions/3[org.apache.openjpa.kernel.StoreQuery,java.lang.Object[],StoreQuery.Range]","org.apache.openjpa.kernel.QueryImpl.MergedExecutor.getDataStoreActions/3[org.apache.openjpa.kernel.StoreQuery,java.lang.Object[],StoreQuery.Range]",11,5,4,0,0,2,0,0,334,5,11,0,false
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractResultList.java,"getCharacterStream/2[org.apache.openjpa.jdbc.sql.Column,org.apache.openjpa.jdbc.sql.Joins]","org.apache.openjpa.jdbc.sql.AbstractResult.getCharacterStream/2[org.apache.openjpa.jdbc.sql.Column,org.apache.openjpa.jdbc.sql.Joins]",3,1,0,0,0,1,0,2,243,1,1,0,false
