release,class,method,path,loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin/java.java,"BookKeeperAdmin/2[org.apache.bookkeeper.client.BookKeeper,org.apache.bookkeeper.conf.ClientConfiguration]","org.apache.bookkeeper.client.BookKeeperAdmin.BookKeeperAdmin/2[org.apache.bookkeeper.client.BookKeeper,org.apache.bookkeeper.conf.ClientConfiguration]",3,1,0,0,0,0,0,0,268,2,4,0,false
4.1.0,org/apache/bookkeeper/zookeeper/ZooKeeperClient.java,"addAuthInfo/2[java.lang.String,byte[]]","org.apache.bookkeeper.zookeeper.ZooKeeperClient.addAuthInfo/2[java.lang.String,byte[]]",8,2,1,0,0,1,0,0,-1,-1,0,1,false
4.2.0,org/apache/bookkeeper/bookie/BookieImpl.java,isRunning/0,org.apache.bookkeeper.bookie.BookieImpl.isRunning/0,3,1,0,0,0,1,1,0,-1,-1,0,0,false
4.2.0,org/apache/bookkeeper/stats/codahale/FastTimer$DummyReservoir.java,getSnapshot/0,org.apache.bookkeeper.stats.codahale.FastTimer.DummyReservoir.getSnapshot/0,3,1,0,0,0,1,0,0,-1,-1,0,0,false
4.1.0,org/apache/bookkeeper/bookie/BookieShell$AutoRecoveryCmd.java,getUsage/0,org.apache.bookkeeper.bookie.BookieShell.AutoRecoveryCmd.getUsage/0,3,1,0,1,0,1,0,0,-1,-1,0,0,false
4.1.0,org/apache/bookkeeper/bookie/BookieShell$ListUnderreplicatedCmd.java,runCmd/1[org.apache.bookkeeper.bookie.CommandLine],org.apache.bookkeeper.bookie.BookieShell.ListUnderreplicatedCmd.runCmd/1[org.apache.bookkeeper.bookie.CommandLine],11,1,7,0,0,1,0,3,-1,-1,0,0,false
4.2.0,org/apache/bookkeeper/meta/CleanupLedgerManager$Anonymous2.java,"processResult/3[int,java.lang.String,java.lang.Object]",".processResult/3[int,java.lang.String,java.lang.Object]",5,2,0,0,0,0,0,10,-1,-1,0,0,false
4.1.0,org/apache/distributedlog/ReadAheadEntryReader.java,isInitialized/0,org.apache.distributedlog.ReadAheadEntryReader.isInitialized/0,3,1,0,0,0,1,0,0,-1,-1,0,0,false
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell/java.java,TriggerAuditCmd/0,org.apache.bookkeeper.bookie.BookieShell.TriggerAuditCmd.TriggerAuditCmd/0,3,1,0,0,0,0,1,0,219,3,4,0,true
4.2.0,org/apache/bookkeeper/common/component/AbstractLifecycleComponent.java,getStatsLogger/0,org.apache.bookkeeper.common.component.AbstractLifecycleComponent.getStatsLogger/0,3,1,0,0,0,1,0,0,-1,-1,0,0,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration/java.java,getDeathWatchInterval/0,org.apache.bookkeeper.conf.ServerConfiguration.getDeathWatchInterval/0,3,1,0,0,0,1,1,0,412,3,12,0,true
4.2.0,com/scurrilous/circe/checksum/IntHash.java,acceptsMemoryAddressBuffer/0,com.scurrilous.circe.checksum.IntHash.acceptsMemoryAddressBuffer/0,1,1,0,0,0,0,1,0,-1,-1,0,0,false
4.1.0,org/apache/bookkeeper/stream/storage/impl/cluster/ZkClusterMetadataStore.java,"watchClusterAssignmentData/2[java.util.function.Consumer<java.lang.Void>,java.util.concurrent.Executor]","org.apache.bookkeeper.stream.storage.impl.cluster.ZkClusterMetadataStore.watchClusterAssignmentData/2[java.util.function.Consumer<java.lang.Void>,java.util.concurrent.Executor]",19,4,3,0,1,0,0,0,-1,-1,0,2,false
4.2.0,org/apache/bookkeeper/bookie/EntryLogManagerForSingleEntryLog.java,"addEntry/3[long,org.apache.bookkeeper.bookie.ByteBuf,boolean]","org.apache.bookkeeper.bookie.EntryLogManagerForSingleEntryLog.addEntry/3[long,org.apache.bookkeeper.bookie.ByteBuf,boolean]",3,1,0,0,0,1,0,0,-1,-1,0,0,false
