release,method,path,loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
0.9.0,reset,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/MappedQueryResultObjectProvider.java,3,1,0,0,0,0,0,0,37,2,2,0,false
0.9.0,getDelegate,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/Log4JLogFactory.java,3,1,0,0,0,1,0,0,0,1,5,0,false
0.9.0,cast,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAPersistence.java,3,1,0,0,0,1,0,0,45,2,5,0,false
0.9.0,getDouble,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingCallableStatement.java,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.0,endConfiguration,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/NativeJDBCSeq.java,12,5,6,0,0,0,0,3,37,2,2,1,false
0.9.0,map,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationFieldStrategy.java,50,17,7,0,0,1,0,39,37,2,5,16,false
0.9.0,providedLongField,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java,3,1,0,0,0,0,0,0,45,3,13,0,false
0.9.0,setConnectionFactoryProperties,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java,4,1,0,0,0,0,0,2,45,3,13,0,false
0.9.0,getOffset,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogFactoryImpl.java,3,1,0,1,0,1,1,0,0,1,6,0,false
0.9.0,toString,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingResultSet.java,5,1,1,0,0,1,0,2,0,1,4,0,false
0.9.0,clear,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/AbstractDataCache.java,4,2,0,0,0,0,0,3,45,2,5,0,false
0.9.0,setString,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingPreparedStatement.java,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.0,toSelect,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectImpl.java,3,1,0,0,0,1,3,1,37,2,6,0,false
0.9.0,getMeta,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCRegistry.java,5,2,1,1,0,1,11,2,45,2,4,0,false
