release,class,method,path,loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
4.2.1,org/apache/bookkeeper/util/IteratorUtility.java,"mergeIteratorsForPrimitiveLongIterator/4[java.util.Iterator<T>,java.util.Iterator<T>,java.util.Comparator<T>,java.util.function.ToLongFunction<T>]","org.apache.bookkeeper.util.IteratorUtility.mergeIteratorsForPrimitiveLongIterator/4[java.util.Iterator<T>,java.util.Iterator<T>,java.util.Comparator<T>,java.util.function.ToLongFunction<T>]",52,1,0,0,0,1,0,1,-1,-1,0,0,false
4.2.1,org/apache/distributedlog/BookKeeperClientBuilder.java,bkc/1[org.apache.distributedlog.BookKeeperClient],org.apache.distributedlog.BookKeeperClientBuilder.bkc/1[org.apache.distributedlog.BookKeeperClient],4,1,1,0,0,1,0,0,-1,-1,0,0,false
4.2.1,org/apache/bookkeeper/client/ZoneawareEnsemblePlacementPolicyImpl.java,getBookiesToConsider/1[java.util.Set<org.apache.bookkeeper.client.BookieId>],org.apache.bookkeeper.client.ZoneawareEnsemblePlacementPolicyImpl.getBookiesToConsider/1[java.util.Set<org.apache.bookkeeper.client.BookieId>],15,4,3,0,0,1,2,0,-1,-1,0,0,false
4.2.1,org/apache/bookkeeper/client/TopologyAwareEnsemblePlacementPolicy$DefaultResolver.java,reloadCachedMappings/0,org.apache.bookkeeper.client.TopologyAwareEnsemblePlacementPolicy.DefaultResolver.reloadCachedMappings/0,2,1,0,0,0,0,0,0,-1,-1,0,0,false
4.2.1,org/apache/bookkeeper/common/util/ListenableFutures.java,fromListenableFuture/1[org.apache.bookkeeper.common.util.ListenableFuture<T>],org.apache.bookkeeper.common.util.ListenableFutures.fromListenableFuture/1[org.apache.bookkeeper.common.util.ListenableFuture<T>],3,1,0,0,0,1,0,1,-1,-1,0,0,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean/java.java,"checkpointComplete/2[org.apache.bookkeeper.bookie.Checkpoint,boolean]",".checkpointComplete/2[org.apache.bookkeeper.bookie.Checkpoint,boolean]",2,1,0,0,0,0,0,0,480,0,0,0,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger/java.java,getLastLogId/1[java.io.File],org.apache.bookkeeper.bookie.EntryLogger.getLastLogId/1[java.io.File],19,5,4,1,0,3,1,2,219,1,1,0,false
4.2.1,org/apache/bookkeeper/proto/BookieNettyServer.java,"BookieNettyServer/3[org.apache.bookkeeper.proto.ServerConfiguration,org.apache.bookkeeper.proto.RequestProcessor,org.apache.bookkeeper.proto.ByteBufAllocator]","org.apache.bookkeeper.proto.BookieNettyServer.BookieNettyServer/3[org.apache.bookkeeper.proto.ServerConfiguration,org.apache.bookkeeper.proto.RequestProcessor,org.apache.bookkeeper.proto.ByteBufAllocator]",58,7,16,0,1,0,1,5,-1,-1,0,0,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools/java.java,ListLedgersResultImpl/1[org.apache.bookkeeper.client.LedgerRangeIterator],org.apache.bookkeeper.client.BookKeeper.ListLedgersResultImpl.ListLedgersResultImpl/1[org.apache.bookkeeper.client.LedgerRangeIterator],3,1,1,0,0,0,0,0,412,0,0,0,false
4.2.1,org/apache/bookkeeper/stats/codahale/FastSnapshot.java,getMax/0,org.apache.bookkeeper.stats.codahale.FastSnapshot.getMax/0,3,1,0,0,0,1,0,0,-1,-1,0,0,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage/java.java,getListOfEntriesOfLedger/1[long],org.apache.bookkeeper.bookie.LedgerStorage.getListOfEntriesOfLedger/1[long],1,1,0,0,0,0,1,0,328,2,8,0,false
4.2.1,org/apache/distributedlog/impl/logsegment/BKLogSegmentEntryStore.java,deleteLogSegment/1[org.apache.distributedlog.LogSegmentMetadata],org.apache.distributedlog.impl.logsegment.BKLogSegmentEntryStore.deleteLogSegment/1[org.apache.distributedlog.LogSegmentMetadata],12,2,2,0,1,2,0,3,-1,-1,0,1,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient/java.java,AddCompletion/1[Recycler.Handle<AddCompletion>],AddCompletion/1[Recycler.Handle<AddCompletion>],4,1,1,0,0,0,0,0,412,3,7,0,true
4.2.1,org/apache/distributedlog/DistributedLogConfiguration.java,getLedgerAllocatorPoolPath/0,org.apache.distributedlog.DistributedLogConfiguration.getLedgerAllocatorPoolPath/0,3,1,0,0,0,1,0,0,-1,-1,0,0,false
4.2.1,org/apache/bookkeeper/stream/storage/impl/cluster/ClusterControllerLeaderImpl.java,"ClusterControllerLeaderImpl/4[org.apache.bookkeeper.stream.storage.impl.cluster.ClusterMetadataStore,org.apache.bookkeeper.stream.storage.impl.sc.StorageContainerController,org.apache.bookkeeper.discover.RegistrationClient,java.time.Duration]","org.apache.bookkeeper.stream.storage.impl.cluster.ClusterControllerLeaderImpl.ClusterControllerLeaderImpl/4[org.apache.bookkeeper.stream.storage.impl.cluster.ClusterMetadataStore,org.apache.bookkeeper.stream.storage.impl.sc.StorageContainerController,org.apache.bookkeeper.discover.RegistrationClient,java.time.Duration]",8,1,6,0,0,0,0,0,-1,-1,0,0,false
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration/java.java,setReadOnlyModeEnabled/1[boolean],org.apache.bookkeeper.conf.ServerConfiguration.setReadOnlyModeEnabled/1[boolean],4,1,0,0,0,1,0,0,482,2,3,0,true
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration/java.java,getListeningInterface/0,org.apache.bookkeeper.conf.ServerConfiguration.getListeningInterface/0,3,1,0,0,0,1,2,0,482,2,3,0,true
4.2.1,org/apache/bookkeeper/discover/ZKRegistrationClient.java,getBookieServiceInfo/1[java.lang.String],org.apache.bookkeeper.discover.ZKRegistrationClient.getBookieServiceInfo/1[java.lang.String],40,6,5,2,2,3,0,0,-1,-1,0,0,false
4.2.1,org/apache/distributedlog/impl/metadata/BKDLConfig.java,"resolveDLConfig/2[org.apache.distributedlog.impl.metadata.ZooKeeperClient,java.net.URI]","org.apache.distributedlog.impl.metadata.BKDLConfig.resolveDLConfig/2[org.apache.distributedlog.impl.metadata.ZooKeeperClient,java.net.URI]",12,3,4,0,0,1,0,0,-1,-1,0,0,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp/java.java,allowFailFastOnUnwritableChannel/0,org.apache.bookkeeper.client.PendingReadOp.allowFailFastOnUnwritableChannel/0,3,1,1,0,0,0,1,0,412,3,12,0,false
4.2.1,org/apache/distributedlog/impl/logsegment/BKLogSegmentEntryStore.java,"createLedgerAllocator/3[org.apache.distributedlog.impl.logsegment.LogMetadataForWriter,org.apache.distributedlog.impl.logsegment.DynamicDistributedLogConfiguration,org.apache.distributedlog.impl.logsegment.LedgerMetadata]","org.apache.distributedlog.impl.logsegment.BKLogSegmentEntryStore.createLedgerAllocator/3[org.apache.distributedlog.impl.logsegment.LogMetadataForWriter,org.apache.distributedlog.impl.logsegment.DynamicDistributedLogConfiguration,org.apache.distributedlog.impl.logsegment.LedgerMetadata]",12,3,4,0,0,1,1,0,-1,-1,0,0,false
4.2.1,org/apache/distributedlog/impl/metadata/ZKLogStreamMetadataStore.java,"createReadLock/2[org.apache.distributedlog.impl.metadata.LogMetadataForReader,java.util.Optional<java.lang.String>]","org.apache.distributedlog.impl.metadata.ZKLogStreamMetadataStore.createReadLock/2[org.apache.distributedlog.impl.metadata.LogMetadataForReader,java.util.Optional<java.lang.String>]",8,1,2,0,0,2,0,1,-1,-1,0,1,false
4.2.1,org/apache/distributedlog/BKAbstractLogWriter$Anonymous2$Anonymous3.java,apply/1[org.apache.distributedlog.LogSegmentMetadata],.apply/1[org.apache.distributedlog.LogSegmentMetadata],3,1,0,0,0,1,0,0,-1,-1,0,0,false
4.2.1,org/apache/bookkeeper/bookie/EntryMemTable$EntrySkipList.java,compareTo/1[org.apache.bookkeeper.bookie.Checkpoint],org.apache.bookkeeper.bookie.EntryMemTable.EntrySkipList.compareTo/1[org.apache.bookkeeper.bookie.Checkpoint],3,1,0,0,0,1,2,0,-1,-1,0,0,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager/java.java,getLockZNode/0,org.apache.bookkeeper.meta.ZkLedgerUnderreplicationManager.Lock.getLockZNode/0,3,1,0,0,0,1,2,0,380,1,1,0,false
4.2.1,org/apache/distributedlog/LogSegmentMetadata.java,getVersion/0,org.apache.distributedlog.LogSegmentMetadata.getVersion/0,3,1,0,0,0,1,1,0,-1,-1,0,0,false
4.2.1,org/apache/bookkeeper/net/NetworkTopologyImpl.java,toString/0,org.apache.bookkeeper.net.NetworkTopologyImpl.toString/0,15,2,3,0,0,1,2,2,-1,-1,0,0,false
4.2.1,org/apache/bookkeeper/client/TopologyAwareEnsemblePlacementPolicy$TruePredicate.java,"apply/2[org.apache.bookkeeper.client.BookieNode,org.apache.bookkeeper.client.Ensemble]","org.apache.bookkeeper.client.TopologyAwareEnsemblePlacementPolicy.TruePredicate.apply/2[org.apache.bookkeeper.client.BookieNode,org.apache.bookkeeper.client.Ensemble]",3,1,0,0,0,1,0,0,-1,-1,0,0,false
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration/java.java,setEntryLogSizeLimit/1[long],org.apache.bookkeeper.conf.ServerConfiguration.setEntryLogSizeLimit/1[long],4,1,0,0,0,1,0,0,482,2,3,0,true
4.2.1,org/apache/bookkeeper/bookie/TransactionalEntryLogCompactor$UpdateIndexPhase.java,recoverEntryLocations/1[long],org.apache.bookkeeper.bookie.TransactionalEntryLogCompactor.UpdateIndexPhase.recoverEntryLocations/1[long],19,1,0,0,0,0,1,2,-1,-1,0,0,false
4.2.1,org/apache/bookkeeper/zookeeper/ZooKeeperClient$Anonymous45$Anonymous46.java,"processResult/4[int,java.lang.String,java.lang.Object,java.util.List<java.lang.String>]",".processResult/4[int,java.lang.String,java.lang.Object,java.util.List<java.lang.String>]",9,2,1,0,0,0,0,2,-1,-1,0,0,false
4.2.1,org/apache/distributedlog/BKLogReadHandler.java,notifyUpdatedLogSegments/1[java.util.List<org.apache.distributedlog.LogSegmentMetadata>],org.apache.distributedlog.BKLogReadHandler.notifyUpdatedLogSegments/1[java.util.List<org.apache.distributedlog.LogSegmentMetadata>],10,3,1,0,0,1,1,0,-1,-1,0,0,false
4.2.1,org/apache/bookkeeper/tools/cli/commands/cookie/AdminCommand.java,initDirectory/1[org.apache.bookkeeper.tools.cli.commands.cookie.ServerConfiguration],org.apache.bookkeeper.tools.cli.commands.cookie.AdminCommand.initDirectory/1[org.apache.bookkeeper.tools.cli.commands.cookie.ServerConfiguration],10,2,4,0,0,0,1,1,-1,-1,0,1,false
4.2.1,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils/java.java,"zkDelete/3[org.apache.distributedlog.util.ZooKeeper,java.lang.String,org.apache.distributedlog.util.LongVersion]","org.apache.distributedlog.util.Utils.zkDelete/3[org.apache.distributedlog.util.ZooKeeper,java.lang.String,org.apache.distributedlog.util.LongVersion]",15,1,1,0,0,1,0,0,412,1,1,2,true
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain/java.java,isAutoRecoveryRunning/0,org.apache.bookkeeper.replication.AutoRecoveryMain.isAutoRecoveryRunning/0,3,1,0,0,0,1,0,0,106,2,5,0,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain/java.java,buildAutoRecoveryServer/1[org.apache.bookkeeper.replication.BookieConfiguration],org.apache.bookkeeper.replication.AutoRecoveryMain.buildAutoRecoveryServer/1[org.apache.bookkeeper.replication.BookieConfiguration],17,2,6,0,0,1,1,2,106,2,5,1,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread/java.java,"GarbageCollectorThread/5[org.apache.bookkeeper.bookie.ServerConfiguration,org.apache.bookkeeper.bookie.LedgerManager,org.apache.bookkeeper.bookie.CompactableLedgerStorage,org.apache.bookkeeper.bookie.StatsLogger,java.util.concurrent.ScheduledExecutorService]","org.apache.bookkeeper.bookie.GarbageCollectorThread.GarbageCollectorThread/5[org.apache.bookkeeper.bookie.ServerConfiguration,org.apache.bookkeeper.bookie.LedgerManager,org.apache.bookkeeper.bookie.CompactableLedgerStorage,org.apache.bookkeeper.bookie.StatsLogger,java.util.concurrent.ScheduledExecutorService]",78,21,27,10,1,0,0,0,408,3,7,2,true
4.2.1,org/apache/distributedlog/DistributedLogConfiguration.java,getBKClientZKNumRetries/0,org.apache.distributedlog.DistributedLogConfiguration.getBKClientZKNumRetries/0,7,2,1,0,0,2,1,0,-1,-1,0,0,false
4.2.1,org/apache/distributedlog/BKAsyncLogReader$PendingReadRequest.java,hasReadEnoughRecords/0,org.apache.distributedlog.BKAsyncLogReader.PendingReadRequest.hasReadEnoughRecords/0,3,2,0,0,0,1,1,0,-1,-1,0,0,false
4.2.1,org/apache/bookkeeper/tools/cli/commands/bookie/RegenerateInterleavedStorageIndexFileCommand.java,"generate/2[org.apache.bookkeeper.tools.cli.commands.bookie.ServerConfiguration,org.apache.bookkeeper.tools.cli.commands.bookie.RegenerateInterleavedStorageIndexFileCommand.RISIFFlags]","org.apache.bookkeeper.tools.cli.commands.bookie.RegenerateInterleavedStorageIndexFileCommand.generate/2[org.apache.bookkeeper.tools.cli.commands.bookie.ServerConfiguration,org.apache.bookkeeper.tools.cli.commands.bookie.RegenerateInterleavedStorageIndexFileCommand.RISIFFlags]",21,3,5,0,0,2,1,1,-1,-1,0,6,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger/java.java,fileName2LogId/1[java.lang.String],org.apache.bookkeeper.bookie.EntryLogger.fileName2LogId/1[java.lang.String],12,4,1,0,1,2,3,0,219,1,1,1,false
4.2.1,org/apache/distributedlog/tools/DistributedLogTool$ReadEntriesCommand.java,parseCommandLine/1[org.apache.distributedlog.tools.CommandLine],org.apache.distributedlog.tools.DistributedLogTool.ReadEntriesCommand.parseCommandLine/1[org.apache.distributedlog.tools.CommandLine],17,4,8,0,0,0,0,0,-1,-1,0,0,false
4.2.1,org/apache/bookkeeper/common/util/ListenableFutures$Anonymous2.java,onSuccess/1[T],.onSuccess/1[T],9,2,1,0,1,0,0,0,-1,-1,0,1,false
4.2.1,org/apache/bookkeeper/client/ZoneawareEnsemblePlacementPolicyImpl$ZoneAwareNodeLocation.java,getZone/0,org.apache.bookkeeper.client.ZoneawareEnsemblePlacementPolicyImpl.ZoneAwareNodeLocation.getZone/0,3,1,0,0,0,1,10,0,-1,-1,0,0,false
4.2.1,org/apache/bookkeeper/bookie/storage/ldb/KeyValueStorageRocksDB$RocksDBBatch.java,clear/0,org.apache.bookkeeper.bookie.storage.ldb.KeyValueStorageRocksDB.RocksDBBatch.clear/0,3,1,0,0,0,0,0,0,-1,-1,0,0,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean/java.java,"NoIndexForLedgerException/2[java.lang.String,java.lang.Exception]","org.apache.bookkeeper.bookie.LedgerCache.NoIndexForLedgerException.NoIndexForLedgerException/2[java.lang.String,java.lang.Exception]",3,1,0,0,0,0,1,0,480,0,0,0,false
4.2.1,org/apache/bookkeeper/client/impl/BookKeeperClientStatsImpl.java,BookKeeperClientStatsImpl/1[org.apache.bookkeeper.client.impl.StatsLogger],org.apache.bookkeeper.client.impl.BookKeeperClientStatsImpl.BookKeeperClientStatsImpl/1[org.apache.bookkeeper.client.impl.StatsLogger],26,1,24,0,0,0,1,0,-1,-1,0,0,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage/java.java,"initializeWithEntryLogger/9[org.apache.bookkeeper.bookie.ServerConfiguration,org.apache.bookkeeper.bookie.LedgerManager,org.apache.bookkeeper.bookie.LedgerDirsManager,org.apache.bookkeeper.bookie.LedgerDirsManager,org.apache.bookkeeper.bookie.StateManager,org.apache.bookkeeper.bookie.CheckpointSource,org.apache.bookkeeper.bookie.Checkpointer,org.apache.bookkeeper.bookie.EntryLogger,org.apache.bookkeeper.bookie.StatsLogger]","org.apache.bookkeeper.bookie.InterleavedLedgerStorage.initializeWithEntryLogger/9[org.apache.bookkeeper.bookie.ServerConfiguration,org.apache.bookkeeper.bookie.LedgerManager,org.apache.bookkeeper.bookie.LedgerDirsManager,org.apache.bookkeeper.bookie.LedgerDirsManager,org.apache.bookkeeper.bookie.StateManager,org.apache.bookkeeper.bookie.CheckpointSource,org.apache.bookkeeper.bookie.Checkpointer,org.apache.bookkeeper.bookie.EntryLogger,org.apache.bookkeeper.bookie.StatsLogger]",16,2,10,0,0,0,1,2,328,2,8,0,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector/java.java,toString/0,org.apache.bookkeeper.replication.AuditorElector.toString/0,3,1,0,1,0,1,0,0,4,2,5,0,false
4.2.1,org/apache/distributedlog/lock/ZKSessionLock$Anonymous15$Anonymous16.java,"processResult/4[int,java.lang.String,java.lang.Object,java.lang.String]",".processResult/4[int,java.lang.String,java.lang.Object,java.lang.String]",33,1,0,0,0,0,0,16,-1,-1,0,2,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin/java.java,getBookieAddressResolver/0,org.apache.bookkeeper.client.BookKeeperAdmin.getBookieAddressResolver/0,3,1,0,0,0,1,0,1,484,3,13,1,true
4.2.1,org/apache/bookkeeper/client/LedgerReader$ReadResult.java,getValue/0,org.apache.bookkeeper.client.LedgerReader.ReadResult.getValue/0,3,1,0,0,0,1,0,0,-1,-1,0,0,false
4.2.1,org/apache/bookkeeper/tls/TLSContextFactory.java,getHandlerName/0,org.apache.bookkeeper.tls.TLSContextFactory.getHandlerName/0,3,1,0,0,0,1,0,0,-1,-1,0,0,false
4.2.1,org/apache/bookkeeper/client/RackawareEnsemblePlacementPolicyImpl.java,convertBookiesToNodes/1[java.util.Collection<org.apache.bookkeeper.client.BookieSocketAddress>],org.apache.bookkeeper.client.RackawareEnsemblePlacementPolicyImpl.convertBookiesToNodes/1[java.util.Collection<org.apache.bookkeeper.client.BookieSocketAddress>],11,3,3,0,0,1,5,1,-1,-1,0,0,false
