loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
9,2,0,0,0,0,0,3,56,2,3,0,FALSO
55,14,4,0,1,3,0,3,204,3,4,2,FALSO
2,1,0,0,0,0,0,0,56,2,3,0,FALSO
11,4,1,0,0,0,0,0,229,1,1,0,FALSO
8,3,0,0,0,2,2,0,268,2,4,0,FALSO
24,5,6,3,2,0,1,0,56,1,2,0,FALSO
16,4,4,0,0,2,0,1,268,2,4,2,FALSO
3,1,0,0,0,0,0,1,196,0,0,0,FALSO
11,4,1,0,1,0,1,0,84,1,1,0,FALSO
29,1,1,0,0,1,0,1,196,3,6,4,FALSO
8,1,5,0,0,0,0,0,196,1,4,0,FALSO
8,1,6,0,0,0,1,0,196,3,10,0,FALSO
3,1,0,0,0,0,1,0,196,1,4,0,FALSO
5,1,3,0,0,0,1,0,196,3,10,0,FALSO
6,1,0,0,0,0,2,2,196,3,10,0,FALSO
4,1,0,0,0,0,0,0,196,0,0,0,FALSO
5,2,0,0,0,0,8,0,196,3,10,1,FALSO
9,2,1,0,1,1,1,2,196,1,1,1,FALSO
3,1,0,0,0,1,10,0,196,3,10,0,FALSO
3,1,0,0,0,1,2,1,204,3,4,3,FALSO
48,1,0,0,0,1,1,1,56,2,3,0,FALSO
5,2,0,0,0,0,1,0,56,1,2,0,FALSO
4,1,0,0,0,0,1,1,56,1,2,0,FALSO
8,2,2,0,0,2,1,1,268,2,4,3,FALSO
12,3,1,0,0,0,2,2,196,3,10,1,FALSO
6,2,0,0,0,2,8,1,196,3,10,0,FALSO
5,2,0,0,0,0,0,0,229,1,1,1,FALSO
11,2,0,0,1,2,0,0,268,2,4,1,FALSO
3,1,0,0,0,0,0,4,229,1,1,0,FALSO
3,2,0,0,0,1,0,1,196,1,2,0,FALSO
9,2,0,0,0,0,0,1,229,1,1,0,FALSO
7,3,1,0,0,2,0,0,225,2,2,1,FALSO
25,6,2,0,0,3,0,1,204,3,4,4,FALSO
15,3,0,0,1,0,1,0,196,0,0,2,FALSO
21,5,6,1,1,2,1,2,268,2,4,4,FALSO
9,2,1,0,0,2,0,0,196,3,10,1,FALSO
22,6,1,1,1,2,2,1,268,2,4,7,FALSO
7,3,2,0,0,1,1,2,196,1,2,1,FALSO
86,12,34,0,2,0,1,7,196,1,1,0,FALSO
30,5,6,0,1,0,1,0,96,3,6,0,FALSO
12,3,4,0,0,1,0,3,225,2,2,1,FALSO
6,1,3,2,0,0,2,0,196,0,0,0,FALSO
20,8,0,1,0,7,1,0,196,3,10,0,FALSO
3,1,0,0,0,1,0,1,196,3,10,0,FALSO
11,2,3,0,0,1,1,1,196,1,1,0,FALSO
7,3,0,0,0,0,2,0,229,1,1,0,FALSO
3,1,1,0,0,0,0,0,56,2,3,0,FALSO
7,3,0,0,0,2,0,1,229,1,1,0,FALSO
5,1,3,0,0,0,0,0,268,2,4,0,FALSO
3,1,0,0,0,1,1,0,196,1,1,0,FALSO
1,1,0,0,0,0,4,0,204,2,2,0,FALSO
3,1,0,0,0,1,1,0,96,3,6,10,FALSO
4,1,0,0,0,0,0,1,225,2,3,0,FALSO
13,3,1,0,0,1,0,5,229,1,1,0,FALSO
4,1,0,0,0,0,1,1,196,1,2,0,FALSO
8,2,0,0,0,1,2,3,229,1,1,1,FALSO
74,15,14,3,0,3,1,2,229,1,1,3,FALSO
12,2,1,0,1,0,1,2,56,1,2,2,FALSO
7,2,2,0,0,0,0,1,196,3,10,0,FALSO
10,2,8,0,0,0,0,0,196,3,10,0,FALSO
7,2,0,5,0,1,0,0,196,1,2,0,FALSO
20,5,6,0,0,0,2,2,196,3,10,1,FALSO
16,3,3,0,0,1,0,3,196,1,1,1,FALSO
3,1,0,0,0,1,0,1,268,2,4,1,FALSO
16,3,5,0,0,2,1,0,229,1,1,3,FALSO
10,2,2,0,0,0,2,0,196,3,10,0,FALSO
5,2,0,0,0,0,4,0,196,1,1,0,FALSO
3,1,0,0,0,1,0,0,96,3,6,0,FALSO
23,6,7,1,0,1,2,3,268,2,4,4,FALSO
3,1,0,0,0,0,2,0,56,1,2,0,FALSO
76,16,18,1,1,2,1,12,196,0,0,19,FALSO
10,2,1,0,0,0,0,3,196,3,10,1,FALSO
5,1,1,0,0,1,4,1,196,3,10,1,FALSO
10,1,6,0,0,1,1,0,56,1,2,1,FALSO
13,3,0,0,0,3,1,0,196,1,1,0,FALSO
4,1,1,0,0,1,2,0,229,1,1,0,FALSO
3,1,0,0,0,0,0,1,56,2,3,0,FALSO
11,1,1,0,0,0,2,0,196,3,10,0,FALSO
11,4,0,0,0,3,0,1,229,1,1,0,FALSO
87,25,27,7,0,2,1,2,96,3,6,6,FALSO
27,1,0,0,0,0,2,0,196,0,0,2,FALSO
6,2,1,0,0,0,2,2,196,1,1,0,FALSO
3,1,0,0,0,0,1,0,196,3,6,0,FALSO
31,2,4,0,0,1,2,3,229,1,1,2,FALSO
11,4,2,0,0,2,1,0,196,3,10,2,FALSO
12,4,2,0,0,1,0,0,84,1,1,1,FALSO
14,2,4,1,0,0,1,1,125,1,2,4,FALSO
13,2,5,0,0,0,1,5,196,3,10,4,FALSO
18,1,1,0,0,0,1,3,268,2,4,0,FALSO
5,1,0,0,0,1,0,2,196,1,1,0,FALSO
6,3,0,0,0,2,0,1,56,1,2,0,FALSO
3,1,0,0,0,1,0,0,229,1,1,1,FALSO
1,1,0,0,0,0,5,0,204,3,4,0,FALSO
9,2,3,0,0,1,0,0,268,2,4,0,FALSO
