release,class,method,path,loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData/java.java,"setSource/2[java.io.File,int]","org.apache.openjpa.meta.ClassMetaData.setSource/2[java.io.File,int]",4,1,2,0,0,0,2,0,629,1,3,0,false
1.0.2,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryImpl/java.java,assertCandidateType/0,org.apache.openjpa.kernel.QueryImpl.assertCandidateType/0,3,3,0,0,0,0,1,1,629,0,0,0,true
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/PCPath/java.java,validateMapStrategy/1[org.apache.openjpa.jdbc.kernel.exps.Strategy],org.apache.openjpa.jdbc.kernel.exps.PCPath.validateMapStrategy/1[org.apache.openjpa.jdbc.kernel.exps.Strategy],3,3,0,1,0,0,3,0,612,1,1,1,false
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/ant/PCEnhancerTask/java.java,"addSetManagedValueCode/2[org.apache.openjpa.enhance.Code,org.apache.openjpa.enhance.FieldMetaData]","org.apache.openjpa.enhance.PCEnhancer.addSetManagedValueCode/2[org.apache.openjpa.enhance.Code,org.apache.openjpa.enhance.FieldMetaData]",11,4,0,1,0,0,6,5,629,0,0,0,false
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfiguration/java.java,getDataCacheManager/0,org.apache.openjpa.conf.OpenJPAConfiguration.getDataCacheManager/0,1,1,0,0,0,0,0,0,629,0,0,0,false
1.0.2,openjpa-slice/src/main/java/org/apache/openjpa/slice/DistributedBrokerImpl/java.java,setTrackChangesByType/1[boolean],org.apache.openjpa.kernel.BrokerImpl.setTrackChangesByType/1[boolean],4,1,1,0,0,0,0,1,1,1,2,0,false
1.0.2,openjpa-slice/src/main/java/org/apache/openjpa/slice/DistributedBrokerImpl/java.java,getAutoDetach/0,org.apache.openjpa.kernel.BrokerImpl.getAutoDetach/0,3,1,0,0,0,1,0,0,1,1,2,0,false
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLStoreQuery/java.java,"prepareCall/2[java.sql.Connection,org.apache.openjpa.jdbc.kernel.SQLBuffer]","org.apache.openjpa.jdbc.kernel.SQLStoreQuery.SQLExecutor.prepareCall/2[java.sql.Connection,org.apache.openjpa.jdbc.kernel.SQLBuffer]",3,1,0,0,0,1,2,0,612,2,3,0,false
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData/java.java,validateDataCache/0,org.apache.openjpa.meta.ClassMetaData.validateDataCache/0,9,6,3,0,0,2,1,3,629,1,3,0,false
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl/java.java,getDataCacheManager/0,org.apache.openjpa.conf.OpenJPAConfigurationImpl.getDataCacheManager/0,3,1,0,0,0,1,0,0,629,1,1,0,false
1.0.2,org/apache/openjpa/persistence/OpenJPAPersistenceUtil.java,getIdentifier/1[java.lang.Object],org.apache.openjpa.persistence.OpenJPAPersistenceUtil.getIdentifier/1[java.lang.Object],3,1,0,0,0,1,0,1,-1,-1,0,0,false
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/AbstractQueryCache/java.java,remove/1[org.apache.openjpa.datacache.QueryKey],org.apache.openjpa.datacache.AbstractQueryCache.remove/1[org.apache.openjpa.datacache.QueryKey],9,5,2,0,0,1,0,1,629,0,0,1,false
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/AbstractVal/java.java,"appendSize/4[org.apache.openjpa.jdbc.sql.Select,org.apache.openjpa.jdbc.kernel.exps.ExpContext,org.apache.openjpa.jdbc.kernel.exps.ExpState,org.apache.openjpa.jdbc.kernel.exps.SQLBuffer]","org.apache.openjpa.jdbc.kernel.exps.AbstractVal.appendSize/4[org.apache.openjpa.jdbc.sql.Select,org.apache.openjpa.jdbc.kernel.exps.ExpContext,org.apache.openjpa.jdbc.kernel.exps.ExpState,org.apache.openjpa.jdbc.kernel.exps.SQLBuffer]",3,1,0,0,0,0,0,0,612,0,0,0,false
1.0.2,openjpa-slice/src/main/java/org/apache/openjpa/slice/DistributedBrokerImpl/java.java,isDetachedNew/0,org.apache.openjpa.kernel.BrokerImpl.isDetachedNew/0,3,1,0,0,0,1,0,0,1,1,2,0,false
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCExpressionFactory/java.java,"bindKeyVariable/2[org.apache.openjpa.jdbc.kernel.exps.Value,org.apache.openjpa.jdbc.kernel.exps.Value]","org.apache.openjpa.jdbc.kernel.exps.JDBCExpressionFactory.bindKeyVariable/2[org.apache.openjpa.jdbc.kernel.exps.Value,org.apache.openjpa.jdbc.kernel.exps.Value]",8,2,1,0,0,2,0,0,612,0,0,0,false
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl/java.java,"settingBooleanField/5[org.apache.openjpa.kernel.PersistenceCapable,int,boolean,boolean,int]","org.apache.openjpa.kernel.StateManagerImpl.settingBooleanField/5[org.apache.openjpa.kernel.PersistenceCapable,int,boolean,boolean,int]",16,5,1,0,1,1,0,6,629,2,6,0,false
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/ant/PCEnhancerTask/java.java,"addDetachExternalize/2[boolean,boolean]","org.apache.openjpa.enhance.PCEnhancer.addDetachExternalize/2[boolean,boolean]",23,14,8,0,0,0,1,6,629,0,0,1,false
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/InMemoryExpressionFactory/java.java,"order/4[org.apache.openjpa.kernel.exps.QueryExpressions,java.util.List,org.apache.openjpa.kernel.exps.StoreContext,java.lang.Object[]]","org.apache.openjpa.kernel.exps.InMemoryExpressionFactory.order/4[org.apache.openjpa.kernel.exps.QueryExpressions,java.util.List,org.apache.openjpa.kernel.exps.StoreContext,java.lang.Object[]]",3,1,0,0,0,1,0,1,629,0,0,0,false
1.0.2,openjpa-slice/src/main/java/org/apache/openjpa/slice/DistributedBrokerImpl/java.java,next/0,.next/0,3,1,0,0,0,1,0,0,1,1,2,0,false
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCExpressionFactory/java.java,"generalCaseExpression/2[org.apache.openjpa.jdbc.kernel.exps.Expression[],org.apache.openjpa.kernel.exps.Value]","org.apache.openjpa.jdbc.kernel.exps.JDBCExpressionFactory.generalCaseExpression/2[org.apache.openjpa.jdbc.kernel.exps.Expression[],org.apache.openjpa.kernel.exps.Value]",6,2,4,0,0,1,0,1,612,0,0,0,false
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLStoreQuery/java.java,"SQLExecutor/2[org.apache.openjpa.jdbc.kernel.SQLStoreQuery,org.apache.openjpa.jdbc.kernel.ClassMetaData]","org.apache.openjpa.jdbc.kernel.SQLStoreQuery.SQLExecutor.SQLExecutor/2[org.apache.openjpa.jdbc.kernel.SQLStoreQuery,org.apache.openjpa.jdbc.kernel.ClassMetaData]",15,4,10,0,0,0,1,2,612,2,3,0,true
1.0.2,openjpa-slice/src/main/java/org/apache/openjpa/slice/DistributedBrokerImpl/java.java,removeAll/1[java.util.Collection],org.apache.openjpa.kernel.BrokerImpl.TransactionalCache.removeAll/1[java.util.Collection],3,1,0,0,0,0,0,0,1,1,2,0,false
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/FieldMapping/java.java,setValueIndex/1[org.apache.openjpa.jdbc.meta.Index],org.apache.openjpa.jdbc.meta.FieldMapping.setValueIndex/1[org.apache.openjpa.jdbc.meta.Index],3,1,0,0,0,0,0,0,612,0,0,0,false
1.0.2,openjpa-slice/src/main/java/org/apache/openjpa/slice/DistributedBrokerImpl/java.java,afterCompletion/1[int],org.apache.openjpa.kernel.BrokerImpl.afterCompletion/1[int],31,17,4,0,1,0,0,8,1,1,2,2,false
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/PCPath/java.java,"selectEmbeddedMapKey/3[org.apache.openjpa.jdbc.kernel.exps.Select,org.apache.openjpa.jdbc.kernel.exps.ExpContext,org.apache.openjpa.jdbc.kernel.exps.ExpState]","org.apache.openjpa.jdbc.kernel.exps.PCPath.selectEmbeddedMapKey/3[org.apache.openjpa.jdbc.kernel.exps.Select,org.apache.openjpa.jdbc.kernel.exps.ExpContext,org.apache.openjpa.jdbc.kernel.exps.ExpState]",7,1,3,0,0,0,1,1,612,1,1,5,false
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfiguration/java.java,setIgnoreChanges/1[boolean],org.apache.openjpa.conf.OpenJPAConfiguration.setIgnoreChanges/1[boolean],1,1,0,0,0,0,0,0,629,0,0,0,false
